date,sku_id,loc_id,book_qty,physical_qty,diff_qty,diff_type
2026-06-22,SKU0140,L0514,100,100,0,无差异
2026-06-22,SKU0236,L0442,40,40,0,无差异
2026-06-22,SKU0204,L0740,90,90,0,无差异
2026-06-22,SKU0319,L0461,58,58,0,无差异
2026-06-22,SKU0362,L0134,79,79,0,无差异
2026-06-22,SKU0111,L0701,131,136,5,盘盈
2026-06-22,SKU0010,L0598,208,208,0,无差异
2026-06-22,SKU0020,L0222,58,58,0,无差异
2026-06-22,SKU0037,L0213,56,60,4,盘盈
2026-06-22,SKU0087,L0388,71,71,0,无差异
2026-06-22,SKU0083,L0014,72,72,0,无差异
2026-06-22,SKU0132,L0602,70,70,0,无差异
2026-06-22,SKU0134,L0018,57,57,0,无差异
2026-06-22,SKU0102,L0634,224,224,0,无差异
2026-06-22,SKU0389,L0477,146,146,0,无差异
2026-06-22,SKU0428,L0227,69,69,0,无差异
2026-06-22,SKU0028,L0243,44,44,0,无差异
2026-06-22,SKU0183,L0129,51,51,0,无差异
2026-06-22,SKU0394,L0545,86,86,0,无差异
2026-06-22,SKU0227,L0621,94,94,0,无差异
2026-06-22,SKU0024,L0072,69,65,-4,盘亏
2026-06-22,SKU0129,L0742,115,115,0,无差异
2026-06-22,SKU0121,L0622,88,88,0,无差异
2026-06-22,SKU0369,L0726,61,61,0,无差异
2026-06-22,SKU0327,L0562,61,61,0,无差异
2026-06-22,SKU0086,L0044,67,67,0,无差异
2026-06-22,SKU0359,L0217,47,47,0,无差异
2026-06-22,SKU0356,L0450,81,81,0,无差异
2026-06-22,SKU0407,L0758,685,685,0,无差异
2026-06-22,SKU0052,L0793,428,428,0,无差异
2026-06-22,SKU0318,L0502,76,76,0,无差异
2026-06-22,SKU0008,L0763,72,72,0,无差异
2026-06-22,SKU0065,L0721,86,86,0,无差异
2026-06-22,SKU0245,L0359,82,82,0,无差异
2026-06-22,SKU0417,L0550,118,113,-5,盘亏
2026-06-22,SKU0205,L0795,628,628,0,无差异
2026-06-22,SKU0434,L0382,51,51,0,无差异
2026-06-23,SKU0334,L0074,85,85,0,无差异
2026-06-23,SKU0436,L0462,78,78,0,无差异
2026-06-23,SKU0073,L0179,68,68,0,无差异
2026-06-23,SKU0305,L0142,68,68,0,无差异
2026-06-23,SKU0167,L0298,43,43,0,无差异
2026-06-23,SKU0487,L0658,89,87,-2,盘亏
2026-06-23,SKU0151,L0062,64,64,0,无差异
2026-06-23,SKU0091,L0617,73,73,0,无差异
2026-06-23,SKU0333,L0063,55,51,-4,盘亏
2026-06-23,SKU0426,L0626,136,136,0,无差异
2026-06-23,SKU0033,L0797,952,952,0,无差异
2026-06-23,SKU0403,L0128,50,50,0,无差异
2026-06-23,SKU0007,L0395,111,111,0,无差异
2026-06-23,SKU0376,L0271,72,72,0,无差异
2026-06-23,SKU0435,L0186,40,40,0,无差异
2026-06-23,SKU0210,L0730,72,72,0,无差异
2026-06-23,SKU0380,L0195,84,84,0,无差异
2026-06-23,SKU0445,L0689,93,93,0,无差异
2026-06-23,SKU0239,L0342,60,60,0,无差异
2026-06-23,SKU0317,L0677,347,347,0,无差异
2026-06-23,SKU0462,L0612,89,89,0,无差异
2026-06-23,SKU0271,L0246,63,61,-2,盘亏
2026-06-23,SKU0383,L0747,154,154,0,无差异
2026-06-23,SKU0377,L0387,66,66,0,无差异
2026-06-23,SKU0025,L0718,568,568,0,无差异
2026-06-23,SKU0041,L0143,78,78,0,无差异
2026-06-23,SKU0162,L0785,136,136,0,无差异
2026-06-23,SKU0120,L0605,66,66,0,无差异
2026-06-23,SKU0094,L0140,52,52,0,无差异
2026-06-23,SKU0008,L0763,72,72,0,无差异
2026-06-23,SKU0480,L0789,259,259,0,无差异
2026-06-23,SKU0327,L0562,59,63,4,盘盈
2026-06-23,SKU0135,L0202,71,71,0,无差异
2026-06-23,SKU0184,L0235,90,90,0,无差异
2026-06-23,SKU0431,L0769,52,52,0,无差异
2026-06-23,SKU0419,L0627,167,167,0,无差异
2026-06-23,SKU0357,L0743,106,106,0,无差异
2026-06-23,SKU0493,L0087,68,68,0,无差异
2026-06-23,SKU0172,L0254,32,32,0,无差异
2026-06-23,SKU0378,L0209,59,59,0,无差异
2026-06-23,SKU0494,L0347,69,69,0,无差异
2026-06-23,SKU0221,L0315,115,115,0,无差异
2026-06-23,SKU0236,L0442,54,54,0,无差异
2026-06-23,SKU0006,L0608,79,79,0,无差异
2026-06-23,SKU0060,L0512,82,82,0,无差异
2026-06-23,SKU0311,L0649,73,73,0,无差异
2026-06-23,SKU0200,L0403,72,72,0,无差异
2026-06-23,SKU0207,L0573,68,68,0,无差异
2026-06-23,SKU0093,L0657,105,105,0,无差异
2026-06-23,SKU0267,L0581,97,97,0,无差异
2026-06-24,SKU0284,L0518,140,140,0,无差异
2026-06-24,SKU0466,L0607,80,80,0,无差异
2026-06-24,SKU0346,L0619,124,124,0,无差异
2026-06-24,SKU0092,L0749,179,179,0,无差异
2026-06-24,SKU0196,L0580,95,95,0,无差异
2026-06-24,SKU0009,L0230,40,40,0,无差异
2026-06-24,SKU0223,L0565,65,65,0,无差异
2026-06-24,SKU0486,L0046,83,83,0,无差异
2026-06-24,SKU0042,L0675,260,260,0,无差异
2026-06-24,SKU0259,L0695,70,70,0,无差异
2026-06-24,SKU0355,L0357,106,106,0,无差异
2026-06-24,SKU0230,L0699,118,118,0,无差异
2026-06-24,SKU0496,L0050,58,58,0,无差异
2026-06-24,SKU0128,L0571,70,70,0,无差异
2026-06-24,SKU0309,L0211,54,54,0,无差异
2026-06-24,SKU0367,L0340,70,70,0,无差异
2026-06-24,SKU0111,L0701,127,127,0,无差异
2026-06-24,SKU0396,L0189,67,67,0,无差异
2026-06-24,SKU0447,L0584,104,104,0,无差异
2026-06-24,SKU0231,L0272,86,86,0,无差异
2026-06-24,SKU0108,L0786,189,189,0,无差异
2026-06-24,SKU0445,L0689,89,89,0,无差异
2026-06-24,SKU0136,L0225,71,71,0,无差异
2026-06-24,SKU0130,L0647,84,84,0,无差异
2026-06-24,SKU0194,L0073,63,63,0,无差异
2026-06-24,SKU0350,L0593,174,174,0,无差异
2026-06-24,SKU0400,L0210,59,59,0,无差异
2026-06-24,SKU0433,L0045,62,66,4,盘盈
2026-06-24,SKU0118,L0017,42,42,0,无差异
2026-06-24,SKU0314,L0570,81,81,0,无差异
2026-06-24,SKU0333,L0063,55,55,0,无差异
2026-06-24,SKU0453,L0270,73,73,0,无差异
2026-06-24,SKU0139,L0662,70,70,0,无差异
2026-06-24,SKU0199,L0594,181,181,0,无差异
2026-06-24,SKU0436,L0462,78,78,0,无差异
2026-06-24,SKU0044,L0587,124,119,-5,盘亏
2026-06-24,SKU0030,L0510,75,75,0,无差异
2026-06-24,SKU0403,L0128,50,50,0,无差异
2026-06-24,SKU0315,L0020,62,62,0,无差异
2026-06-24,SKU0421,L0791,276,276,0,无差异
2026-06-24,SKU0377,L0387,79,79,0,无差异
2026-06-24,SKU0039,L0724,88,91,3,盘盈
2026-06-24,SKU0401,L0285,52,52,0,无差异
2026-06-24,SKU0242,L0154,73,73,0,无差异
2026-06-24,SKU0219,L0492,54,54,0,无差异
2026-06-24,SKU0046,L0764,71,71,0,无差异
2026-06-24,SKU0303,L0277,120,120,0,无差异
2026-06-24,SKU0209,L0337,106,106,0,无差异
2026-06-24,SKU0435,L0186,55,55,0,无差异
2026-06-24,SKU0336,L0185,44,44,0,无差异
2026-06-25,SKU0274,L0557,216,216,0,无差异
2026-06-25,SKU0208,L0540,116,116,0,无差异
2026-06-25,SKU0074,L0425,77,77,0,无差异
2026-06-25,SKU0426,L0626,126,126,0,无差异
2026-06-25,SKU0155,L0569,95,95,0,无差异
2026-06-25,SKU0104,L0161,45,45,0,无差异
2026-06-25,SKU0358,L0004,51,51,0,无差异
2026-06-25,SKU0353,L0361,59,59,0,无差异
2026-06-25,SKU0248,L0373,87,87,0,无差异
2026-06-25,SKU0139,L0662,70,70,0,无差异
2026-06-25,SKU0022,L0026,71,71,0,无差异
2026-06-25,SKU0345,L0379,64,60,-4,盘亏
2026-06-25,SKU0080,L0737,126,126,0,无差异
2026-06-25,SKU0458,L0003,91,91,0,无差异
2026-06-25,SKU0421,L0791,276,276,0,无差异
2026-06-25,SKU0312,L0661,89,89,0,无差异
2026-06-25,SKU0256,L0104,82,82,0,无差异
2026-06-25,SKU0314,L0570,81,81,0,无差异
2026-06-25,SKU0055,L0239,79,79,0,无差异
2026-06-25,SKU0303,L0277,118,118,0,无差异
2026-06-25,SKU0261,L0591,67,67,0,无差异
2026-06-25,SKU0146,L0544,91,91,0,无差异
2026-06-25,SKU0142,L0741,132,132,0,无差异
2026-06-25,SKU0398,L0595,194,194,0,无差异
2026-06-25,SKU0351,L0549,106,106,0,无差异
2026-06-25,SKU0110,L0151,69,69,0,无差异
2026-06-25,SKU0389,L0477,152,152,0,无差异
2026-06-25,SKU0363,L0614,90,90,0,无差异
2026-06-25,SKU0056,L0618,74,74,0,无差异
2026-06-25,SKU0391,L0237,92,92,0,无差异
2026-06-25,SKU0052,L0793,381,381,0,无差异
2026-06-25,SKU0189,L0523,52,51,-1,盘亏
2026-06-25,SKU0475,L0367,64,64,0,无差异
2026-06-25,SKU0279,L0775,57,57,0,无差异
2026-06-25,SKU0318,L0502,73,73,0,无差异
2026-06-25,SKU0264,L0592,138,138,0,无差异
2026-06-25,SKU0337,L0589,122,122,0,无差异
2026-06-25,SKU0173,L0116,104,104,0,无差异
2026-06-25,SKU0049,L0751,258,258,0,无差异
2026-06-25,SKU0226,L0293,72,72,0,无差异
2026-06-25,SKU0037,L0213,61,61,0,无差异
2026-06-25,SKU0044,L0587,124,124,0,无差异
2026-06-25,SKU0115,L0306,71,71,0,无差异
2026-06-25,SKU0496,L0050,68,68,0,无差异
2026-06-25,SKU0010,L0598,237,237,0,无差异
2026-06-25,SKU0311,L0649,85,85,0,无差异
2026-06-25,SKU0047,L0509,72,72,0,无差异
2026-06-25,SKU0229,L0459,88,88,0,无差异
2026-06-25,SKU0201,L0548,94,94,0,无差异
2026-06-25,SKU0418,L0771,64,64,0,无差异
2026-06-26,SKU0353,L0361,69,69,0,无差异
2026-06-26,SKU0223,L0565,75,77,2,盘盈
2026-06-26,SKU0127,L0033,66,66,0,无差异
2026-06-26,SKU0403,L0128,59,59,0,无差异
2026-06-26,SKU0268,L0175,70,70,0,无差异
2026-06-26,SKU0451,L0706,146,146,0,无差异
2026-06-26,SKU0248,L0373,87,87,0,无差异
2026-06-26,SKU0130,L0647,79,79,0,无差异
2026-06-26,SKU0424,L0205,42,42,0,无差异
2026-06-26,SKU0045,L0668,124,124,0,无差异
2026-06-26,SKU0433,L0045,71,66,-5,盘亏
2026-06-26,SKU0328,L0623,89,89,0,无差异
2026-06-26,SKU0244,L0125,51,51,0,无差异
2026-06-26,SKU0448,L0564,86,86,0,无差异
2026-06-26,SKU0492,L0408,74,74,0,无差异
2026-06-26,SKU0278,L0068,77,77,0,无差异
2026-06-26,SKU0327,L0562,59,59,0,无差异
2026-06-26,SKU0170,L0224,63,63,0,无差异
2026-06-26,SKU0481,L0196,99,94,-5,盘亏
2026-06-26,SKU0079,L0646,96,96,0,无差异
2026-06-26,SKU0049,L0751,254,254,0,无差异
2026-06-26,SKU0359,L0217,61,61,0,无差异
2026-06-26,SKU0104,L0161,45,45,0,无差异
2026-06-26,SKU0310,L0127,69,69,0,无差异
2026-06-26,SKU0397,L0656,128,128,0,无差异
2026-06-26,SKU0334,L0074,93,93,0,无差异
2026-06-26,SKU0371,L0559,236,236,0,无差异
2026-06-26,SKU0469,L0296,58,58,0,无差异
2026-06-26,SKU0432,L0628,104,104,0,无差异
2026-06-26,SKU0164,L0082,73,73,0,无差异
2026-06-26,SKU0455,L0639,334,334,0,无差异
2026-06-26,SKU0181,L0275,102,102,0,无差异
2026-06-26,SKU0063,L0460,109,109,0,无差异
2026-06-26,SKU0052,L0793,374,374,0,无差异
2026-06-26,SKU0180,L0429,97,97,0,无差异
2026-06-26,SKU0280,L0772,137,137,0,无差异
2026-06-26,SKU0447,L0584,123,123,0,无差异
2026-06-26,SKU0179,L0311,106,104,-2,盘亏
2026-06-26,SKU0339,L0383,71,71,0,无差异
2026-06-26,SKU0344,L0047,71,71,0,无差异
2026-06-26,SKU0288,L0197,77,77,0,无差异
2026-06-26,SKU0188,L0331,59,59,0,无差异
2026-06-26,SKU0231,L0272,99,99,0,无差异
2026-06-26,SKU0029,L0681,65,65,0,无差异
2026-06-26,SKU0007,L0395,106,106,0,无差异
2026-06-26,SKU0418,L0771,64,64,0,无差异
2026-06-26,SKU0305,L0142,68,68,0,无差异
2026-06-26,SKU0491,L0252,40,40,0,无差异
2026-06-26,SKU0349,L0053,71,71,0,无差异
2026-06-26,SKU0471,L0320,109,109,0,无差异
2026-06-27,SKU0215,L0146,60,60,0,无差异
2026-06-27,SKU0143,L0673,213,213,0,无差异
2026-06-27,SKU0432,L0628,104,104,0,无差异
2026-06-27,SKU0230,L0699,135,135,0,无差异
2026-06-27,SKU0008,L0763,90,85,-5,盘亏
2026-06-27,SKU0303,L0277,130,130,0,无差异
2026-06-27,SKU0203,L0640,379,379,0,无差异
2026-06-27,SKU0081,L0438,153,153,0,无差异
2026-06-27,SKU0348,L0439,109,109,0,无差异
2026-06-27,SKU0020,L0222,65,65,0,无差异
2026-06-27,SKU0385,L0597,197,197,0,无差异
2026-06-27,SKU0098,L0473,117,117,0,无差异
2026-06-27,SKU0028,L0243,58,58,0,无差异
2026-06-27,SKU0309,L0211,62,62,0,无差异
2026-06-27,SKU0289,L0083,68,71,3,盘盈
2026-06-27,SKU0222,L0508,103,103,0,无差异
2026-06-27,SKU0237,L0184,57,57,0,无差异
2026-06-27,SKU0238,L0421,112,112,0,无差异
2026-06-27,SKU0269,L0147,46,46,0,无差异
2026-06-27,SKU0262,L0136,42,42,0,无差异
2026-06-27,SKU0368,L0583,79,79,0,无差异
2026-06-27,SKU0310,L0127,69,69,0,无差异
2026-06-27,SKU0168,L0792,477,477,0,无差异
2026-06-27,SKU0272,L0093,64,64,0,无差异
2026-06-27,SKU0002,L0781,88,88,0,无差异
2026-06-27,SKU0461,L0076,96,96,0,无差异
2026-06-27,SKU0089,L0707,170,170,0,无差异
2026-06-27,SKU0413,L0106,75,74,-1,盘亏
2026-06-27,SKU0382,L0441,76,76,0,无差异
2026-06-27,SKU0114,L0385,93,93,0,无差异
2026-06-27,SKU0115,L0306,71,71,0,无差异
2026-06-27,SKU0327,L0562,59,59,0,无差异
2026-06-27,SKU0471,L0320,134,134,0,无差异
2026-06-27,SKU0351,L0549,124,124,0,无差异
2026-06-27,SKU0338,L0625,88,88,0,无差异
2026-06-27,SKU0337,L0589,137,137,0,无差异
2026-06-27,SKU0361,L0207,77,77,0,无差异
2026-06-27,SKU0270,L0553,145,145,0,无差异
2026-06-27,SKU0194,L0073,79,79,0,无差异
2026-06-27,SKU0067,L0002,67,67,0,无差异
2026-06-27,SKU0451,L0706,181,181,0,无差异
2026-06-27,SKU0258,L0084,65,65,0,无差异
2026-06-27,SKU0034,L0660,112,112,0,无差异
2026-06-27,SKU0377,L0387,91,91,0,无差异
2026-06-27,SKU0107,L0060,67,67,0,无差异
2026-06-27,SKU0040,L0534,47,47,0,无差异
2026-06-27,SKU0119,L0468,114,114,0,无差异
2026-06-27,SKU0407,L0758,834,834,0,无差异
2026-06-27,SKU0047,L0509,82,82,0,无差异
2026-06-27,SKU0466,L0607,92,92,0,无差异
2026-06-28,SKU0267,L0581,94,94,0,无差异
2026-06-28,SKU0430,L0685,62,62,0,无差异
2026-06-28,SKU0151,L0062,78,78,0,无差异
2026-06-28,SKU0100,L0228,67,65,-2,盘亏
2026-06-28,SKU0423,L0731,74,74,0,无差异
2026-06-28,SKU0249,L0790,138,138,0,无差异
2026-06-28,SKU0352,L0061,61,61,0,无差异
2026-06-28,SKU0289,L0083,68,68,0,无差异
2026-06-28,SKU0448,L0564,96,96,0,无差异
2026-06-28,SKU0136,L0225,66,66,0,无差异
2026-06-28,SKU0103,L0201,48,48,0,无差异
2026-06-28,SKU0452,L0351,81,81,0,无差异
2026-06-28,SKU0349,L0053,83,83,0,无差异
2026-06-28,SKU0323,L0094,64,64,0,无差异
2026-06-28,SKU0409,L0705,128,128,0,无差异
2026-06-28,SKU0184,L0235,96,96,0,无差异
2026-06-28,SKU0278,L0068,75,75,0,无差异
2026-06-28,SKU0228,L0276,120,120,0,无差异
2026-06-28,SKU0496,L0050,68,68,0,无差异
2026-06-28,SKU0424,L0205,53,53,0,无差异
2026-06-28,SKU0333,L0063,55,53,-2,盘亏
2026-06-28,SKU0372,L0120,80,80,0,无差异
2026-06-28,SKU0456,L0517,140,140,0,无差异
2026-06-28,SKU0325,L0364,65,65,0,无差异
2026-06-28,SKU0421,L0791,295,295,0,无差异
2026-06-28,SKU0168,L0792,466,466,0,无差异
2026-06-28,SKU0134,L0018,60,60,0,无差异
2026-06-28,SKU0208,L0540,124,124,0,无差异
2026-06-28,SKU0304,L0339,64,64,0,无差异
2026-06-28,SKU0274,L0557,211,211,0,无差异
2026-06-28,SKU0477,L0321,64,64,0,无差异
2026-06-28,SKU0212,L0024,64,64,0,无差异
2026-06-28,SKU0006,L0608,84,84,0,无差异
2026-06-28,SKU0478,L0299,78,78,0,无差异
2026-06-28,SKU0389,L0477,154,154,0,无差异
2026-06-28,SKU0214,L0676,257,257,0,无差异
2026-06-28,SKU0467,L0532,62,62,0,无差异
2026-06-28,SKU0133,L0349,100,100,0,无差异
2026-06-28,SKU0406,L0692,104,104,0,无差异
2026-06-28,SKU0106,L0632,185,185,0,无差异
2026-06-28,SKU0099,L0025,78,78,0,无差异
2026-06-28,SKU0251,L0538,72,72,0,无差异
2026-06-28,SKU0426,L0626,145,145,0,无差异
2026-06-28,SKU0350,L0593,157,157,0,无差异
2026-06-28,SKU0068,L0572,64,64,0,无差异
2026-06-28,SKU0299,L0204,86,86,0,无差异
2026-06-28,SKU0374,L0016,69,69,0,无差异
2026-06-28,SKU0144,L0354,86,86,0,无差异
2026-06-28,SKU0043,L0001,47,46,-1,盘亏
2026-06-28,SKU0200,L0403,82,82,0,无差异
2026-06-29,SKU0155,L0569,103,103,0,无差异
2026-06-29,SKU0221,L0315,123,123,0,无差异
2026-06-29,SKU0457,L0449,80,80,0,无差异
2026-06-29,SKU0135,L0202,87,87,0,无差异
2026-06-29,SKU0452,L0351,81,81,0,无差异
2026-06-29,SKU0065,L0721,114,114,0,无差异
2026-06-29,SKU0344,L0047,84,84,0,无差异
2026-06-29,SKU0105,L0010,55,55,0,无差异
2026-06-29,SKU0369,L0726,58,58,0,无差异
2026-06-29,SKU0234,L0682,82,82,0,无差异
2026-06-29,SKU0223,L0565,70,70,0,无差异
2026-06-29,SKU0407,L0758,750,750,0,无差异
2026-06-29,SKU0359,L0217,61,56,-5,盘亏
2026-06-29,SKU0216,L0464,97,95,-2,盘亏
2026-06-29,SKU0373,L0427,90,90,0,无差异
2026-06-29,SKU0436,L0462,89,89,0,无差异
2026-06-29,SKU0024,L0072,74,74,0,无差异
2026-06-29,SKU0342,L0727,71,71,0,无差异
2026-06-29,SKU0264,L0592,145,145,0,无差异
2026-06-29,SKU0064,L0513,131,131,0,无差异
2026-06-29,SKU0113,L0145,64,64,0,无差异
2026-06-29,SKU0391,L0237,104,104,0,无差异
2026-06-29,SKU0079,L0646,87,87,0,无差异
2026-06-29,SKU0002,L0781,84,84,0,无差异
2026-06-29,SKU0228,L0276,115,115,0,无差异
2026-06-29,SKU0233,L0075,81,81,0,无差异
2026-06-29,SKU0059,L0783,181,181,0,无差异
2026-06-29,SKU0028,L0243,56,56,0,无差异
2026-06-29,SKU0352,L0061,73,73,0,无差异
2026-06-29,SKU0108,L0786,204,204,0,无差异
2026-06-29,SKU0058,L0182,71,71,0,无差异
2026-06-29,SKU0295,L0389,92,92,0,无差异
2026-06-29,SKU0018,L0493,65,65,0,无差异
2026-06-29,SKU0167,L0298,33,33,0,无差异
2026-06-29,SKU0057,L0574,79,79,0,无差异
2026-06-29,SKU0453,L0270,75,75,0,无差异
2026-06-29,SKU0211,L0329,41,41,0,无差异
2026-06-29,SKU0119,L0468,129,129,0,无差异
2026-06-29,SKU0298,L0236,99,99,0,无差异
2026-06-29,SKU0212,L0024,64,64,0,无差异
2026-06-29,SKU0435,L0186,55,55,0,无差异
2026-06-29,SKU0029,L0681,59,59,0,无差异
2026-06-29,SKU0085,L0711,212,212,0,无差异
2026-06-29,SKU0190,L0606,80,80,0,无差异
2026-06-29,SKU0227,L0621,114,114,0,无差异
2026-06-29,SKU0120,L0605,89,89,0,无差异
2026-06-29,SKU0075,L0089,75,75,0,无差异
2026-06-29,SKU0226,L0293,63,63,0,无差异
2026-06-29,SKU0445,L0689,99,99,0,无差异
2026-06-29,SKU0278,L0068,73,73,0,无差异
2026-06-30,SKU0361,L0207,84,84,0,无差异
2026-06-30,SKU0175,L0021,66,66,0,无差异
2026-06-30,SKU0434,L0382,78,78,0,无差异
2026-06-30,SKU0223,L0565,70,70,0,无差异
2026-06-30,SKU0102,L0634,227,227,0,无差异
2026-06-30,SKU0483,L0551,107,103,-4,盘亏
2026-06-30,SKU0029,L0681,59,55,-4,盘亏
2026-06-30,SKU0246,L0352,114,114,0,无差异
2026-06-30,SKU0398,L0595,156,156,0,无差异
2026-06-30,SKU0193,L0343,105,104,-1,盘亏
2026-06-30,SKU0287,L0479,150,150,0,无差异
2026-06-30,SKU0473,L0234,103,103,0,无差异
2026-06-30,SKU0212,L0024,75,75,0,无差异
2026-06-30,SKU0367,L0340,79,79,0,无差异
2026-06-30,SKU0091,L0617,75,75,0,无差异
2026-06-30,SKU0461,L0076,99,99,0,无差异
2026-06-30,SKU0245,L0359,108,108,0,无差异
2026-06-30,SKU0491,L0252,52,52,0,无差异
2026-06-30,SKU0079,L0646,100,100,0,无差异
2026-06-30,SKU0369,L0726,56,56,0,无差异
2026-06-30,SKU0464,L0132,84,84,0,无差异
2026-06-30,SKU0147,L0739,80,80,0,无差异
2026-06-30,SKU0231,L0272,110,110,0,无差异
2026-06-30,SKU0250,L0223,92,92,0,无差异
2026-06-30,SKU0070,L0664,120,117,-3,盘亏
2026-06-30,SKU0075,L0089,71,71,0,无差异
2026-06-30,SKU0268,L0175,70,70,0,无差异
2026-06-30,SKU0309,L0211,73,73,0,无差异
2026-06-30,SKU0224,L0422,64,64,0,无差异
2026-06-30,SKU0187,L0290,79,79,0,无差异
2026-06-30,SKU0123,L0560,282,282,0,无差异
2026-06-30,SKU0436,L0462,104,104,0,无差异
2026-06-30,SKU0279,L0775,50,50,0,无差异
2026-06-30,SKU0025,L0718,726,726,0,无差异
2026-06-30,SKU0298,L0236,94,94,0,无差异
2026-06-30,SKU0292,L0221,33,33,0,无差异
2026-06-30,SKU0261,L0591,86,86,0,无差异
2026-06-30,SKU0182,L0258,58,58,0,无差异
2026-06-30,SKU0041,L0143,86,85,-1,盘亏
2026-06-30,SKU0337,L0589,144,144,0,无差异
2026-06-30,SKU0114,L0385,93,93,0,无差异
2026-06-30,SKU0314,L0570,85,90,5,盘盈
2026-06-30,SKU0058,L0182,71,71,0,无差异
2026-06-30,SKU0092,L0749,208,208,0,无差异
2026-06-30,SKU0232,L0630,156,156,0,无差异
2026-06-30,SKU0271,L0246,72,70,-2,盘亏
2026-06-30,SKU0258,L0084,64,64,0,无差异
2026-06-30,SKU0171,L0374,77,77,0,无差异
2026-06-30,SKU0458,L0003,103,103,0,无差异
2026-06-30,SKU0328,L0623,101,101,0,无差异
2026-07-01,SKU0409,L0705,114,114,0,无差异
2026-07-01,SKU0188,L0331,70,70,0,无差异
2026-07-01,SKU0023,L0404,41,41,0,无差异
2026-07-01,SKU0118,L0017,53,53,0,无差异
2026-07-01,SKU0170,L0224,58,60,2,盘盈
2026-07-01,SKU0064,L0513,147,147,0,无差异
2026-07-01,SKU0260,L0119,52,52,0,无差异
2026-07-01,SKU0180,L0429,107,107,0,无差异
2026-07-01,SKU0431,L0769,87,87,0,无差异
2026-07-01,SKU0433,L0045,65,65,0,无差异
2026-07-01,SKU0074,L0425,87,87,0,无差异
2026-07-01,SKU0370,L0198,123,123,0,无差异
2026-07-01,SKU0100,L0228,81,81,0,无差异
2026-07-01,SKU0399,L0013,54,54,0,无差异
2026-07-01,SKU0306,L0398,129,129,0,无差异
2026-07-01,SKU0410,L0181,79,79,0,无差异
2026-07-01,SKU0272,L0093,64,64,0,无差异
2026-07-01,SKU0242,L0154,78,78,0,无差异
2026-07-01,SKU0341,L0162,73,73,0,无差异
2026-07-01,SKU0061,L0714,319,319,0,无差异
2026-07-01,SKU0329,L0537,124,124,0,无差异
2026-07-01,SKU0457,L0449,80,80,0,无差异
2026-07-01,SKU0148,L0307,81,81,0,无差异
2026-07-01,SKU0021,L0482,68,68,0,无差异
2026-07-01,SKU0275,L0049,77,77,0,无差异
2026-07-01,SKU0063,L0460,133,133,0,无差异
2026-07-01,SKU0115,L0306,76,76,0,无差异
2026-07-01,SKU0362,L0134,87,87,0,无差异
2026-07-01,SKU0408,L0190,90,90,0,无差异
2026-07-01,SKU0167,L0298,33,33,0,无差异
2026-07-01,SKU0177,L0085,56,56,0,无差异
2026-07-01,SKU0426,L0626,137,137,0,无差异
2026-07-01,SKU0169,L0105,70,70,0,无差异
2026-07-01,SKU0432,L0628,123,123,0,无差异
2026-07-01,SKU0121,L0622,116,116,0,无差异
2026-07-01,SKU0283,L0698,127,127,0,无差异
2026-07-01,SKU0359,L0217,75,75,0,无差异
2026-07-01,SKU0040,L0534,43,43,0,无差异
2026-07-01,SKU0356,L0450,100,100,0,无差异
2026-07-01,SKU0261,L0591,83,83,0,无差异
2026-07-01,SKU0175,L0021,66,66,0,无差异
2026-07-01,SKU0008,L0763,102,102,0,无差异
2026-07-01,SKU0016,L0762,68,68,0,无差异
2026-07-01,SKU0440,L0697,142,142,0,无差异
2026-07-01,SKU0253,L0148,79,79,0,无差异
2026-07-01,SKU0191,L0432,62,62,0,无差异
2026-07-01,SKU0416,L0111,60,60,0,无差异
2026-07-01,SKU0131,L0172,89,89,0,无差异
2026-07-01,SKU0105,L0010,55,55,0,无差异
2026-07-01,SKU0487,L0658,104,104,0,无差异
2026-07-02,SKU0108,L0786,188,188,0,无差异
2026-07-02,SKU0105,L0010,55,55,0,无差异
2026-07-02,SKU0283,L0698,127,125,-2,盘亏
2026-07-02,SKU0306,L0398,148,148,0,无差异
2026-07-02,SKU0004,L0693,104,104,0,无差异
2026-07-02,SKU0418,L0771,71,71,0,无差异
2026-07-02,SKU0271,L0246,70,70,0,无差异
2026-07-02,SKU0433,L0045,78,78,0,无差异
2026-07-02,SKU0325,L0364,80,80,0,无差异
2026-07-02,SKU0110,L0151,85,85,0,无差异
2026-07-02,SKU0118,L0017,65,65,0,无差异
2026-07-02,SKU0287,L0479,181,181,0,无差异
2026-07-02,SKU0150,L0180,82,82,0,无差异
2026-07-02,SKU0328,L0623,101,101,0,无差异
2026-07-02,SKU0327,L0562,66,66,0,无差异
2026-07-02,SKU0294,L0504,130,130,0,无差异
2026-07-02,SKU0048,L0065,118,121,3,盘盈
2026-07-02,SKU0104,L0161,59,57,-2,盘亏
2026-07-02,SKU0273,L0301,73,73,0,无差异
2026-07-02,SKU0171,L0374,75,75,0,无差异
2026-07-02,SKU0485,L0341,129,129,0,无差异
2026-07-02,SKU0462,L0612,105,105,0,无差异
2026-07-02,SKU0367,L0340,74,74,0,无差异
2026-07-02,SKU0265,L0244,62,62,0,无差异
2026-07-02,SKU0012,L0322,64,64,0,无差异
2026-07-02,SKU0071,L0113,113,113,0,无差异
2026-07-02,SKU0086,L0044,74,74,0,无差异
