rank,sku_id,outbound_lines,share,cum_share,abc_class
455,SKU0131,23,0.0005212937150109925,0.979646880170441,C
456,SKU0135,23,0.0005212937150109925,0.980168173885452,C
457,SKU0240,23,0.0005212937150109925,0.9806894676004629,C
458,SKU0265,23,0.0005212937150109925,0.9812107613154739,C
459,SKU0268,23,0.0005212937150109925,0.9817320550304849,C
460,SKU0358,23,0.0005212937150109925,0.9822533487454959,C
461,SKU0374,23,0.0005212937150109925,0.9827746424605068,C
462,SKU0400,23,0.0005212937150109925,0.9832959361755178,C
463,SKU0449,23,0.0005212937150109925,0.9838172298905288,C
464,SKU0469,23,0.0005212937150109925,0.9843385236055398,C
465,SKU0486,23,0.0005212937150109925,0.9848598173205507,C
466,SKU0048,22,0.0004986287708800798,0.9853584460914308,C
467,SKU0083,22,0.0004986287708800798,0.9858570748623108,C
468,SKU0151,22,0.0004986287708800798,0.9863557036331908,C
469,SKU0164,22,0.0004986287708800798,0.9868543324040708,C
470,SKU0172,22,0.0004986287708800798,0.9873529611749509,C
471,SKU0271,22,0.0004986287708800798,0.9878515899458309,C
472,SKU0315,22,0.0004986287708800798,0.9883502187167109,C
473,SKU0362,22,0.0004986287708800798,0.9888488474875909,C
474,SKU0493,22,0.0004986287708800798,0.989347476258471,C
475,SKU0258,21,0.00047596382674916705,0.9898234400852202,C
476,SKU0323,21,0.00047596382674916705,0.9902994039119694,C
477,SKU0324,21,0.00047596382674916705,0.9907753677387185,C
478,SKU0325,21,0.00047596382674916705,0.9912513315654677,C
479,SKU0096,20,0.00045329888261825434,0.991704630448086,C
480,SKU0195,20,0.00045329888261825434,0.9921579293307042,C
481,SKU0277,20,0.00045329888261825434,0.9926112282133225,C
482,SKU0281,20,0.00045329888261825434,0.9930645270959407,C
483,SKU0300,20,0.00045329888261825434,0.993517825978559,C
484,SKU0043,19,0.00043063393848734164,0.9939484599170463,C
485,SKU0104,19,0.00043063393848734164,0.9943790938555336,C
486,SKU0107,19,0.00043063393848734164,0.9948097277940209,C
487,SKU0220,19,0.00043063393848734164,0.9952403617325082,C
488,SKU0399,19,0.00043063393848734164,0.9956709956709955,C
489,SKU0433,19,0.00043063393848734164,0.9961016296094828,C
490,SKU0458,19,0.00043063393848734164,0.9965322635479701,C
491,SKU0344,18,0.00040796899435642894,0.9969402325423266,C
492,SKU0097,17,0.0003853040502255162,0.9973255365925521,C
493,SKU0289,17,0.0003853040502255162,0.9977108406427776,C
494,SKU0177,16,0.0003626391060946035,0.9980734797488722,C
495,SKU0248,16,0.0003626391060946035,0.9984361188549667,C
496,SKU0411,16,0.0003626391060946035,0.9987987579610613,C
497,SKU0299,15,0.00033997416196369077,0.9991387321230251,C
498,SKU0247,14,0.00031730921783277807,0.9994560413408579,C
499,SKU0067,12,0.0002719793295709526,0.9997280206704288,C
500,SKU0225,12,0.0002719793295709526,0.9999999999999997,C
