order_id,date,poi_id,poi_name,region,lng,lat,weight_kg,volume_m3,window_start,window_end,priority
DO202606120025,2026-06-12,P011,永辉超市(成都市双铁广场店),R01,103.975737,30.758309,1.41,0.0661,653,773,中
DO202606120026,2026-06-12,P011,永辉超市(成都市双铁广场店),R01,103.975737,30.758309,6.46,0.1274,658,778,中
DO202606120027,2026-06-12,P011,永辉超市(成都市双铁广场店),R01,103.975737,30.758309,45.45,0.9782,661,781,中
DO202606120028,2026-06-12,P012,永辉超市(成都市蜀都万达广场店),R01,103.907862,30.807642,194.65,0.0365,850,970,中
DO202606120029,2026-06-12,P012,永辉超市(成都市蜀都万达广场店),R01,103.907862,30.807642,80.47,0.7241,852,972,中
DO202606120030,2026-06-12,P013,永辉超市(爱琴海购物中心店),R01,103.991901,30.737566,13.41,0.267,559,679,高
DO202606120031,2026-06-12,P014,永辉超市(龙湖成都时代天街店),R01,103.921214,30.750831,7.62,0.2071,742,862,低
DO202606120032,2026-06-12,P014,永辉超市(龙湖成都时代天街店),R01,103.921214,30.750831,152.66,0.3189,747,867,高
DO202606120033,2026-06-12,P015,红旗超市(龙湖时代天街店),R01,103.919653,30.752444,205.49,0.4165,697,817,低
DO202606120034,2026-06-12,P015,红旗超市(龙湖时代天街店),R01,103.919653,30.752444,3.45,0.0766,697,817,中
DO202606120035,2026-06-12,P015,红旗超市(龙湖时代天街店),R01,103.919653,30.752444,3.02,1.1573,701,821,低
DO202606120036,2026-06-12,P017,LAWSON罗森(龙湖成都上城天街店),R04,104.071944,30.68395,4.38,0.2549,528,648,中
DO202606120037,2026-06-12,P017,LAWSON罗森(龙湖成都上城天街店),R04,104.071944,30.68395,11.67,1.7478,531,651,中
DO202606120038,2026-06-12,P017,LAWSON罗森(龙湖成都上城天街店),R04,104.071944,30.68395,89.83,0.4035,535,655,高
DO202606120039,2026-06-12,P018,乐多(成华西街一店),R04,104.071998,30.683402,28.3,0.4872,517,637,中
DO202606120040,2026-06-12,P018,乐多(成华西街一店),R04,104.071998,30.683402,12.33,0.2625,519,639,中
DO202606120041,2026-06-12,P018,乐多(成华西街一店),R04,104.071998,30.683402,55.58,0.4459,520,640,中
DO202606120042,2026-06-12,P019,奥特乐(成都龙湖上城天街店),R04,104.072004,30.684929,14.64,0.287,881,1001,高
DO202606120043,2026-06-12,P019,奥特乐(成都龙湖上城天街店),R04,104.072004,30.684929,253.49,4.1817,886,1006,低
DO202606120044,2026-06-12,P020,朴朴超市(西体路店),R04,104.061775,30.681195,105.36,1.9053,624,744,高
DO202606120045,2026-06-12,P020,朴朴超市(西体路店),R04,104.061775,30.681195,23.61,0.0831,628,748,中
DO202606120046,2026-06-12,P020,朴朴超市(西体路店),R04,104.061775,30.681195,17.08,0.398,629,749,中
DO202606120047,2026-06-12,P022,四川舞东风超市连锁股份有限公司,R05,104.082047,30.660437,6.32,0.0487,610,730,中
DO202606120048,2026-06-12,P022,四川舞东风超市连锁股份有限公司,R05,104.082047,30.660437,77.65,0.1614,612,732,低
DO202606120049,2026-06-12,P022,四川舞东风超市连锁股份有限公司,R05,104.082047,30.660437,29.25,0.6102,612,732,高
DO202606120050,2026-06-12,P022,四川舞东风超市连锁股份有限公司,R05,104.082047,30.660437,470.08,1.5417,612,732,低
DO202606120051,2026-06-12,P024,永辉超市(锦江城市花园店),R05,104.142752,30.595134,22.24,0.5342,776,896,高
DO202606120052,2026-06-12,P026,友好多连锁超市(界牌店),R07,104.313922,30.880419,7.66,0.2318,909,1029,高
DO202606120053,2026-06-12,P027,大荣发连锁超市(和顺雅苑店),R07,104.253582,30.90011,244.96,0.0751,743,863,低
DO202606120054,2026-06-12,P027,大荣发连锁超市(和顺雅苑店),R07,104.253582,30.90011,383.36,0.365,745,865,中
DO202606120055,2026-06-12,P027,大荣发连锁超市(和顺雅苑店),R07,104.253582,30.90011,9.27,0.0396,745,865,高
DO202606120056,2026-06-12,P027,大荣发连锁超市(和顺雅苑店),R07,104.253582,30.90011,173.77,0.6831,747,867,高
DO202606120057,2026-06-12,P027,大荣发连锁超市(和顺雅苑店),R07,104.253582,30.90011,55.89,0.2464,748,868,低
DO202606120058,2026-06-12,P027,大荣发连锁超市(和顺雅苑店),R07,104.253582,30.90011,128.14,0.1585,751,871,中
DO202606120059,2026-06-12,P028,永辉超市(天府欧城店),R07,104.256388,30.892152,2.53,0.1524,838,958,低
DO202606120060,2026-06-12,P028,永辉超市(天府欧城店),R07,104.256388,30.892152,32.19,1.0898,847,967,中
DO202606120061,2026-06-12,P028,永辉超市(天府欧城店),R07,104.256388,30.892152,46.43,0.9526,847,967,高
DO202606120062,2026-06-12,P028,永辉超市(天府欧城店),R07,104.256388,30.892152,21.51,0.0491,847,967,中
DO202606120063,2026-06-12,P029,永辉超市(青白江万达广场店),R07,104.253652,30.878095,103.39,0.2927,667,787,低
DO202606120064,2026-06-12,P029,永辉超市(青白江万达广场店),R07,104.253652,30.878095,71.07,14.0449,670,790,中
DO202606120065,2026-06-12,P030,润都连锁生活超市(正兴路店),R07,104.188354,30.87079,16.75,0.0717,583,703,中
DO202606120066,2026-06-12,P030,润都连锁生活超市(正兴路店),R07,104.188354,30.87079,298.05,0.0428,585,705,高
DO202606120067,2026-06-12,P030,润都连锁生活超市(正兴路店),R07,104.188354,30.87079,204.3,1.3722,590,710,中
DO202606120068,2026-06-12,P031,渝华连锁超市(学苑路店),R07,104.276426,30.875299,124.95,3.7214,644,764,低
DO202606120069,2026-06-12,P031,渝华连锁超市(学苑路店),R07,104.276426,30.875299,5.29,0.5822,651,771,低
DO202606120070,2026-06-12,P032,渝华连锁超市(绣川新城店),R07,104.330571,30.85576,5.57,0.5116,529,649,中
DO202606120071,2026-06-12,P033,红旗超市(团结花园店),R07,104.246885,30.877313,71.15,0.1687,618,738,中
DO202606120072,2026-06-12,P033,红旗超市(团结花园店),R07,104.246885,30.877313,236.16,0.1185,619,739,中
DO202606120073,2026-06-12,P033,红旗超市(团结花园店),R07,104.246885,30.877313,147.7,0.1738,621,741,低
DO202606120074,2026-06-12,P033,红旗超市(团结花园店),R07,104.246885,30.877313,135.16,1.2734,622,742,高
DO202606120075,2026-06-12,P034,红旗连锁(北城新界民族花园店),R07,104.201632,30.877318,175.08,0.3592,679,799,中
DO202606120076,2026-06-12,P034,红旗连锁(北城新界民族花园店),R07,104.201632,30.877318,190.8,0.2718,682,802,中
DO202606120077,2026-06-12,P034,红旗连锁(北城新界民族花园店),R07,104.201632,30.877318,88.79,1.0295,687,807,中
DO202606120078,2026-06-12,P035,红旗连锁(青白江同金街便利店),R07,104.244552,30.889503,14.15,0.2801,823,943,高
DO202606120079,2026-06-12,P036,红旗连锁(青白江城厢首府分场),R07,104.323054,30.860039,42.19,0.2861,760,880,高
DO202606120080,2026-06-12,P036,红旗连锁(青白江城厢首府分场),R07,104.323054,30.860039,2.6,0.2017,764,884,高
DO202606120081,2026-06-12,P036,红旗连锁(青白江城厢首府分场),R07,104.323054,30.860039,7.54,0.3226,766,886,中
DO202606120082,2026-06-12,P036,红旗连锁(青白江城厢首府分场),R07,104.323054,30.860039,82.22,0.2856,767,887,低
DO202606120083,2026-06-12,P037,红旗连锁(青白江石家碾西路店),R07,104.253962,30.887052,17.04,0.0207,571,691,中
DO202606120084,2026-06-12,P037,红旗连锁(青白江石家碾西路店),R07,104.253962,30.887052,165.71,0.5798,571,691,中
DO202606120085,2026-06-12,P037,红旗连锁(青白江石家碾西路店),R07,104.253962,30.887052,84.11,0.9226,572,692,高
DO202606120086,2026-06-12,P037,红旗连锁(青白江石家碾西路店),R07,104.253962,30.887052,36.38,0.7755,573,693,低
DO202606120087,2026-06-12,P037,红旗连锁(青白江石家碾西路店),R07,104.253962,30.887052,52.81,0.1202,573,693,中
DO202606120088,2026-06-12,P037,红旗连锁(青白江石家碾西路店),R07,104.253962,30.887052,14.14,0.0608,577,697,中
DO202606120089,2026-06-12,P038,青江一家超市,R07,104.284321,30.880989,51.5,0.0518,670,790,低
DO202606120090,2026-06-12,P039,青江百货连锁超市,R07,104.269502,30.876837,24.24,0.0247,570,690,低
DO202606120091,2026-06-12,P039,青江百货连锁超市,R07,104.269502,30.876837,240.15,0.2921,574,694,中
DO202606120092,2026-06-12,P039,青江百货连锁超市,R07,104.269502,30.876837,31.37,0.0145,575,695,中
DO202606120093,2026-06-12,P039,青江百货连锁超市,R07,104.269502,30.876837,40.57,0.7503,580,700,中
DO202606120094,2026-06-12,P039,青江百货连锁超市,R07,104.269502,30.876837,1.55,0.8068,580,700,中
DO202606120095,2026-06-12,P040,上蔬永辉超市(西单商场店),R02,104.000521,30.674866,34.69,0.0898,785,905,高
DO202606120096,2026-06-12,P040,上蔬永辉超市(西单商场店),R02,104.000521,30.674866,14.07,3.3776,785,905,低
DO202606120097,2026-06-12,P040,上蔬永辉超市(西单商场店),R02,104.000521,30.674866,67.51,0.0467,791,911,高
DO202606120098,2026-06-12,P041,永辉超市(成都青羊中铁大道店),R02,103.961452,30.670211,129.32,0.3336,823,943,中
DO202606120099,2026-06-12,P041,永辉超市(成都青羊中铁大道店),R02,103.961452,30.670211,39.44,0.278,825,945,中
DO202606120100,2026-06-12,P042,永辉超市(青羊新城市店),R02,104.057614,30.67321,27.16,1.1672,857,977,中
DO202606120101,2026-06-12,P042,永辉超市(青羊新城市店),R02,104.057614,30.67321,184.65,0.0316,860,980,中
DO202606120102,2026-06-12,P042,永辉超市(青羊新城市店),R02,104.057614,30.67321,6.86,0.4732,860,980,低
DO202606120103,2026-06-12,P043,红旗超市(中同仁路分场),R02,104.052373,30.668819,86.55,1.0761,744,864,中
DO202606120104,2026-06-12,P043,红旗超市(中同仁路分场),R02,104.052373,30.668819,92.02,1.1057,748,868,中
DO202606120105,2026-06-12,P044,邻你生活超市(大庆店),R02,104.032527,30.669557,31.13,0.4119,721,841,中
DO202606120106,2026-06-12,P045,世纪红连锁超市,R08,104.208007,30.532247,358.18,0.2642,619,739,高
DO202606120107,2026-06-12,P045,世纪红连锁超市,R08,104.208007,30.532247,145.98,1.3984,621,741,中
DO202606120108,2026-06-12,P045,世纪红连锁超市,R08,104.208007,30.532247,165.25,0.2395,626,746,低
DO202606120109,2026-06-12,P046,尚喜超市(锦绣路店),R08,104.308338,30.606726,19.38,0.5512,855,975,高
DO202606120110,2026-06-12,P046,尚喜超市(锦绣路店),R08,104.308338,30.606726,32.76,0.0606,860,980,低
DO202606120111,2026-06-12,P047,永辉超市(成都龙泉驿万达广场店),R08,104.269392,30.566865,471.24,0.3861,651,771,低
DO202606120112,2026-06-12,P048,汇联美连锁超市(中街店),R08,104.27333,30.560098,24.31,0.5699,688,808,低
DO202606120113,2026-06-12,P049,百伦生活超市(龙泉店),R08,104.273346,30.559846,58.92,0.068,610,730,低
DO202606120114,2026-06-12,P049,百伦生活超市(龙泉店),R08,104.273346,30.559846,16.57,0.1757,613,733,中
DO202606120115,2026-06-12,P049,百伦生活超市(龙泉店),R08,104.273346,30.559846,55.99,0.7857,614,734,低
DO202606130000,2026-06-13,P002,十二超市(佳年华广场1期店),R06,104.131787,30.627615,90.47,0.3743,891,1011,中
DO202606130001,2026-06-13,P004,老蔡小卖部(水碾河路北社区三街店),R06,104.099234,30.648748,191.85,0.2889,618,738,低
DO202606130002,2026-06-13,P004,老蔡小卖部(水碾河路北社区三街店),R06,104.099234,30.648748,16.0,0.2062,620,740,中
DO202606130003,2026-06-13,P004,老蔡小卖部(水碾河路北社区三街店),R06,104.099234,30.648748,829.66,0.1434,622,742,低
DO202606130004,2026-06-13,P006,全家便利店(龙江路店),R03,104.077199,30.641639,55.57,1.9071,624,744,中
DO202606130005,2026-06-13,P006,全家便利店(龙江路店),R03,104.077199,30.641639,3.65,1.0571,625,745,中
DO202606130006,2026-06-13,P007,永辉超市(成都市新城吾悦广场店),R03,103.988663,30.626255,72.2,0.0763,705,825,高
DO202606130007,2026-06-13,P007,永辉超市(成都市新城吾悦广场店),R03,103.988663,30.626255,151.73,0.8003,705,825,中
DO202606130008,2026-06-13,P008,永辉超市(银泰城店),R03,104.058121,30.541191,402.59,0.1682,834,954,中
DO202606130009,2026-06-13,P008,永辉超市(银泰城店),R03,104.058121,30.541191,51.41,0.2483,834,954,中
DO202606130010,2026-06-13,P008,永辉超市(银泰城店),R03,104.058121,30.541191,29.73,0.298,837,957,低
DO202606130011,2026-06-13,P008,永辉超市(银泰城店),R03,104.058121,30.541191,438.92,0.5542,839,959,高
DO202606130012,2026-06-13,P008,永辉超市(银泰城店),R03,104.058121,30.541191,10.9,0.2088,842,962,中
DO202606130013,2026-06-13,P009,永辉超市(龙湖成都金楠天街店),R03,103.995986,30.648731,116.57,0.2529,650,770,高
DO202606130014,2026-06-13,P009,永辉超市(龙湖成都金楠天街店),R03,103.995986,30.648731,80.67,0.1838,651,771,中
DO202606130015,2026-06-13,P010,百分百超市(心语店),R03,104.045915,30.545712,19.17,0.1775,714,834,高
DO202606130016,2026-06-13,P010,百分百超市(心语店),R03,104.045915,30.545712,48.29,0.9651,716,836,高
DO202606130017,2026-06-13,P010,百分百超市(心语店),R03,104.045915,30.545712,59.17,0.3725,717,837,高
DO202606130018,2026-06-13,P011,永辉超市(成都市双铁广场店),R01,103.975737,30.758309,1.16,0.09,615,735,中
DO202606130019,2026-06-13,P011,永辉超市(成都市双铁广场店),R01,103.975737,30.758309,1518.35,1.3983,616,736,中
DO202606130020,2026-06-13,P011,永辉超市(成都市双铁广场店),R01,103.975737,30.758309,10.92,0.103,617,737,低
DO202606130021,2026-06-13,P012,永辉超市(成都市蜀都万达广场店),R01,103.907862,30.807642,22.1,0.1208,701,821,中
DO202606130022,2026-06-13,P013,永辉超市(爱琴海购物中心店),R01,103.991901,30.737566,306.81,0.0962,883,1003,中
DO202606130023,2026-06-13,P013,永辉超市(爱琴海购物中心店),R01,103.991901,30.737566,48.23,0.1292,887,1007,低
DO202606130024,2026-06-13,P013,永辉超市(爱琴海购物中心店),R01,103.991901,30.737566,35.38,0.1006,889,1009,中
DO202606130025,2026-06-13,P013,永辉超市(爱琴海购物中心店),R01,103.991901,30.737566,23.75,0.0337,892,1012,低
DO202606130026,2026-06-13,P015,红旗超市(龙湖时代天街店),R01,103.919653,30.752444,51.26,0.2043,710,830,中
DO202606130027,2026-06-13,P017,LAWSON罗森(龙湖成都上城天街店),R04,104.071944,30.68395,58.21,0.7512,816,936,低
DO202606130028,2026-06-13,P018,乐多(成华西街一店),R04,104.071998,30.683402,9.53,0.0495,860,980,中
DO202606130029,2026-06-13,P018,乐多(成华西街一店),R04,104.071998,30.683402,111.75,0.5284,861,981,中
DO202606130030,2026-06-13,P019,奥特乐(成都龙湖上城天街店),R04,104.072004,30.684929,146.02,0.1128,685,805,中
DO202606130031,2026-06-13,P019,奥特乐(成都龙湖上城天街店),R04,104.072004,30.684929,47.81,0.2296,688,808,中
DO202606130032,2026-06-13,P019,奥特乐(成都龙湖上城天街店),R04,104.072004,30.684929,16.79,0.4326,689,809,中
DO202606130033,2026-06-13,P020,朴朴超市(西体路店),R04,104.061775,30.681195,38.11,1.2735,667,787,中
DO202606130034,2026-06-13,P020,朴朴超市(西体路店),R04,104.061775,30.681195,4.89,1.1515,669,789,低
DO202606130035,2026-06-13,P022,四川舞东风超市连锁股份有限公司,R05,104.082047,30.660437,20.85,0.0824,597,717,中
DO202606130036,2026-06-13,P023,永辉超市(文华广场店),R05,104.107695,30.637048,190.0,0.0113,683,803,中
DO202606130037,2026-06-13,P024,永辉超市(锦江城市花园店),R05,104.142752,30.595134,56.29,1.6367,710,830,中
DO202606130038,2026-06-13,P024,永辉超市(锦江城市花园店),R05,104.142752,30.595134,23.14,4.0538,710,830,中
DO202606130039,2026-06-13,P026,友好多连锁超市(界牌店),R07,104.313922,30.880419,452.01,0.3078,795,915,中
DO202606130040,2026-06-13,P026,友好多连锁超市(界牌店),R07,104.313922,30.880419,361.51,0.1235,798,918,低
DO202606130041,2026-06-13,P027,大荣发连锁超市(和顺雅苑店),R07,104.253582,30.90011,32.34,0.0684,712,832,低
DO202606130042,2026-06-13,P027,大荣发连锁超市(和顺雅苑店),R07,104.253582,30.90011,9.12,0.3935,713,833,中
DO202606130043,2026-06-13,P027,大荣发连锁超市(和顺雅苑店),R07,104.253582,30.90011,44.55,0.993,715,835,高
DO202606130044,2026-06-13,P027,大荣发连锁超市(和顺雅苑店),R07,104.253582,30.90011,32.2,0.1611,718,838,高
DO202606130045,2026-06-13,P028,永辉超市(天府欧城店),R07,104.256388,30.892152,81.05,0.7396,520,640,低
DO202606130046,2026-06-13,P029,永辉超市(青白江万达广场店),R07,104.253652,30.878095,15.39,0.2175,564,684,高
DO202606130047,2026-06-13,P029,永辉超市(青白江万达广场店),R07,104.253652,30.878095,156.67,0.2186,566,686,高
DO202606130048,2026-06-13,P029,永辉超市(青白江万达广场店),R07,104.253652,30.878095,18.32,1.0992,569,689,中
DO202606130049,2026-06-13,P029,永辉超市(青白江万达广场店),R07,104.253652,30.878095,42.75,0.2615,572,692,低
DO202606130050,2026-06-13,P030,润都连锁生活超市(正兴路店),R07,104.188354,30.87079,159.15,0.0718,654,774,高
DO202606130051,2026-06-13,P030,润都连锁生活超市(正兴路店),R07,104.188354,30.87079,6.9,0.1035,656,776,中
DO202606130052,2026-06-13,P030,润都连锁生活超市(正兴路店),R07,104.188354,30.87079,203.3,0.1201,659,779,低
DO202606130053,2026-06-13,P030,润都连锁生活超市(正兴路店),R07,104.188354,30.87079,24.2,0.0773,660,780,中
DO202606130054,2026-06-13,P030,润都连锁生活超市(正兴路店),R07,104.188354,30.87079,28.41,0.7625,662,782,低
DO202606130055,2026-06-13,P030,润都连锁生活超市(正兴路店),R07,104.188354,30.87079,31.68,0.8635,663,783,高
DO202606130056,2026-06-13,P032,渝华连锁超市(绣川新城店),R07,104.330571,30.85576,1.99,4.7429,770,890,中
DO202606130057,2026-06-13,P033,红旗超市(团结花园店),R07,104.246885,30.877313,25.45,0.0968,748,868,低
DO202606130058,2026-06-13,P033,红旗超市(团结花园店),R07,104.246885,30.877313,324.14,0.2036,755,875,高
DO202606130059,2026-06-13,P034,红旗连锁(北城新界民族花园店),R07,104.201632,30.877318,321.46,0.2263,705,825,低
DO202606130060,2026-06-13,P035,红旗连锁(青白江同金街便利店),R07,104.244552,30.889503,51.94,0.0454,725,845,高
DO202606130061,2026-06-13,P035,红旗连锁(青白江同金街便利店),R07,104.244552,30.889503,5.54,0.122,729,849,高
DO202606130062,2026-06-13,P035,红旗连锁(青白江同金街便利店),R07,104.244552,30.889503,109.74,0.0276,731,851,中
DO202606130063,2026-06-13,P036,红旗连锁(青白江城厢首府分场),R07,104.323054,30.860039,93.51,0.5501,757,877,低
DO202606130064,2026-06-13,P036,红旗连锁(青白江城厢首府分场),R07,104.323054,30.860039,25.35,0.1647,762,882,中
DO202606130065,2026-06-13,P037,红旗连锁(青白江石家碾西路店),R07,104.253962,30.887052,6.03,11.2546,693,813,低
DO202606130066,2026-06-13,P037,红旗连锁(青白江石家碾西路店),R07,104.253962,30.887052,15.09,0.1813,700,820,中
DO202606130067,2026-06-13,P037,红旗连锁(青白江石家碾西路店),R07,104.253962,30.887052,29.4,0.3107,702,822,高
DO202606130068,2026-06-13,P038,青江一家超市,R07,104.284321,30.880989,28.31,0.4558,615,735,低
DO202606130069,2026-06-13,P038,青江一家超市,R07,104.284321,30.880989,13.74,0.1428,622,742,中
DO202606130070,2026-06-13,P039,青江百货连锁超市,R07,104.269502,30.876837,182.1,0.6376,838,958,低
DO202606130071,2026-06-13,P039,青江百货连锁超市,R07,104.269502,30.876837,59.94,0.3113,838,958,中
DO202606130072,2026-06-13,P039,青江百货连锁超市,R07,104.269502,30.876837,22.12,1.3064,840,960,高
DO202606130073,2026-06-13,P039,青江百货连锁超市,R07,104.269502,30.876837,53.07,0.161,844,964,中
DO202606130074,2026-06-13,P039,青江百货连锁超市,R07,104.269502,30.876837,419.2,0.1647,845,965,低
DO202606130075,2026-06-13,P040,上蔬永辉超市(西单商场店),R02,104.000521,30.674866,163.45,0.0287,561,681,低
DO202606130076,2026-06-13,P040,上蔬永辉超市(西单商场店),R02,104.000521,30.674866,49.81,0.1789,565,685,低
DO202606130077,2026-06-13,P041,永辉超市(成都青羊中铁大道店),R02,103.961452,30.670211,30.22,0.0208,693,813,中
DO202606130078,2026-06-13,P041,永辉超市(成都青羊中铁大道店),R02,103.961452,30.670211,25.08,0.3327,695,815,低
DO202606130079,2026-06-13,P041,永辉超市(成都青羊中铁大道店),R02,103.961452,30.670211,6.91,0.0874,696,816,中
DO202606130080,2026-06-13,P041,永辉超市(成都青羊中铁大道店),R02,103.961452,30.670211,60.5,0.0968,697,817,高
DO202606130081,2026-06-13,P041,永辉超市(成都青羊中铁大道店),R02,103.961452,30.670211,5.9,0.0347,698,818,高
DO202606130082,2026-06-13,P042,永辉超市(青羊新城市店),R02,104.057614,30.67321,21.15,0.1158,745,865,中
DO202606130083,2026-06-13,P042,永辉超市(青羊新城市店),R02,104.057614,30.67321,28.49,0.2186,746,866,高
DO202606130084,2026-06-13,P043,红旗超市(中同仁路分场),R02,104.052373,30.668819,6.01,0.6676,638,758,高
DO202606130085,2026-06-13,P043,红旗超市(中同仁路分场),R02,104.052373,30.668819,465.96,1.2486,642,762,中
DO202606130086,2026-06-13,P044,邻你生活超市(大庆店),R02,104.032527,30.669557,89.57,0.373,531,651,中
DO202606130087,2026-06-13,P044,邻你生活超市(大庆店),R02,104.032527,30.669557,87.3,0.6243,538,658,中
DO202606130088,2026-06-13,P044,邻你生活超市(大庆店),R02,104.032527,30.669557,26.0,0.0965,538,658,中
DO202606130089,2026-06-13,P045,世纪红连锁超市,R08,104.208007,30.532247,68.68,0.257,574,694,低
DO202606130090,2026-06-13,P046,尚喜超市(锦绣路店),R08,104.308338,30.606726,27.32,0.0675,549,669,高
DO202606130091,2026-06-13,P048,汇联美连锁超市(中街店),R08,104.27333,30.560098,30.26,0.3492,685,805,中
DO202606130092,2026-06-13,P049,百伦生活超市(龙泉店),R08,104.273346,30.559846,3.27,1.6163,606,726,中
DO202606130093,2026-06-13,P049,百伦生活超市(龙泉店),R08,104.273346,30.559846,318.38,0.272,607,727,中
DO202606130094,2026-06-13,P049,百伦生活超市(龙泉店),R08,104.273346,30.559846,47.6,0.0127,610,730,中
DO202606140000,2026-06-14,P002,十二超市(佳年华广场1期店),R06,104.131787,30.627615,24.82,0.1639,550,670,高
DO202606140001,2026-06-14,P002,十二超市(佳年华广场1期店),R06,104.131787,30.627615,34.09,0.4125,555,675,中
DO202606140002,2026-06-14,P002,十二超市(佳年华广场1期店),R06,104.131787,30.627615,51.36,0.4731,560,680,高
DO202606140003,2026-06-14,P002,十二超市(佳年华广场1期店),R06,104.131787,30.627615,12.86,1.0037,560,680,中
DO202606140004,2026-06-14,P003,红旗连锁,R06,104.132763,30.627528,114.06,0.7465,761,881,中
DO202606140005,2026-06-14,P003,红旗连锁,R06,104.132763,30.627528,124.12,0.0209,762,882,中
DO202606140006,2026-06-14,P003,红旗连锁,R06,104.132763,30.627528,35.71,0.6537,764,884,中
DO202606140007,2026-06-14,P003,红旗连锁,R06,104.132763,30.627528,28.91,0.2001,766,886,中
DO202606140008,2026-06-14,P004,老蔡小卖部(水碾河路北社区三街店),R06,104.099234,30.648748,33.99,2.4327,716,836,中
DO202606140009,2026-06-14,P004,老蔡小卖部(水碾河路北社区三街店),R06,104.099234,30.648748,6.15,0.0557,719,839,中
DO202606140010,2026-06-14,P004,老蔡小卖部(水碾河路北社区三街店),R06,104.099234,30.648748,43.26,0.1234,725,845,高
DO202606140011,2026-06-14,P006,全家便利店(龙江路店),R03,104.077199,30.641639,84.14,0.3822,862,982,中
DO202606140012,2026-06-14,P006,全家便利店(龙江路店),R03,104.077199,30.641639,235.74,0.3788,862,982,中
DO202606140013,2026-06-14,P007,永辉超市(成都市新城吾悦广场店),R03,103.988663,30.626255,2.3,1.8104,856,976,中
DO202606140014,2026-06-14,P008,永辉超市(银泰城店),R03,104.058121,30.541191,37.18,0.1595,842,962,中
DO202606140015,2026-06-14,P008,永辉超市(银泰城店),R03,104.058121,30.541191,7.29,0.4547,843,963,低
DO202606140016,2026-06-14,P009,永辉超市(龙湖成都金楠天街店),R03,103.995986,30.648731,428.74,0.134,537,657,高
DO202606140017,2026-06-14,P009,永辉超市(龙湖成都金楠天街店),R03,103.995986,30.648731,854.89,3.6743,539,659,中
DO202606140018,2026-06-14,P010,百分百超市(心语店),R03,104.045915,30.545712,17.02,0.1926,711,831,中
DO202606140019,2026-06-14,P010,百分百超市(心语店),R03,104.045915,30.545712,31.22,0.5242,714,834,低
DO202606140020,2026-06-14,P011,永辉超市(成都市双铁广场店),R01,103.975737,30.758309,68.98,0.3877,748,868,高
DO202606140021,2026-06-14,P011,永辉超市(成都市双铁广场店),R01,103.975737,30.758309,19.23,0.2619,752,872,中
DO202606140022,2026-06-14,P013,永辉超市(爱琴海购物中心店),R01,103.991901,30.737566,329.5,0.5835,572,692,中
DO202606140023,2026-06-14,P014,永辉超市(龙湖成都时代天街店),R01,103.921214,30.750831,29.53,0.139,629,749,高
DO202606140024,2026-06-14,P015,红旗超市(龙湖时代天街店),R01,103.919653,30.752444,78.87,0.0857,882,1002,低
DO202606140025,2026-06-14,P015,红旗超市(龙湖时代天街店),R01,103.919653,30.752444,29.96,0.0511,887,1007,高
DO202606140026,2026-06-14,P016,LAWSON罗森(枣子巷15号院店),R04,104.044885,30.667759,9.89,0.3042,855,975,高
DO202606140027,2026-06-14,P016,LAWSON罗森(枣子巷15号院店),R04,104.044885,30.667759,28.29,0.3948,856,976,低
DO202606140028,2026-06-14,P017,LAWSON罗森(龙湖成都上城天街店),R04,104.071944,30.68395,197.24,0.2097,786,906,中
DO202606140029,2026-06-14,P018,乐多(成华西街一店),R04,104.071998,30.683402,67.67,0.1215,771,891,中
DO202606140030,2026-06-14,P019,奥特乐(成都龙湖上城天街店),R04,104.072004,30.684929,46.98,0.2202,698,818,高
DO202606140031,2026-06-14,P020,朴朴超市(西体路店),R04,104.061775,30.681195,11.81,1.2202,511,631,低
DO202606140032,2026-06-14,P020,朴朴超市(西体路店),R04,104.061775,30.681195,8.52,0.1129,518,638,高
DO202606140033,2026-06-14,P021,Ole 精品超市(IFS国际金融中心店),R05,104.081893,30.655003,4.73,0.158,549,669,低
DO202606140034,2026-06-14,P021,Ole 精品超市(IFS国际金融中心店),R05,104.081893,30.655003,27.11,0.1483,556,676,高
DO202606140035,2026-06-14,P021,Ole 精品超市(IFS国际金融中心店),R05,104.081893,30.655003,11.62,0.116,557,677,低
DO202606140036,2026-06-14,P022,四川舞东风超市连锁股份有限公司,R05,104.082047,30.660437,145.17,0.0727,888,1008,中
DO202606140037,2026-06-14,P022,四川舞东风超市连锁股份有限公司,R05,104.082047,30.660437,116.57,1.1073,888,1008,中
DO202606140038,2026-06-14,P022,四川舞东风超市连锁股份有限公司,R05,104.082047,30.660437,31.73,0.0503,892,1012,中
DO202606140039,2026-06-14,P022,四川舞东风超市连锁股份有限公司,R05,104.082047,30.660437,58.44,0.62,895,1015,低
DO202606140040,2026-06-14,P022,四川舞东风超市连锁股份有限公司,R05,104.082047,30.660437,310.75,0.0232,898,1018,中
DO202606140041,2026-06-14,P022,四川舞东风超市连锁股份有限公司,R05,104.082047,30.660437,7.59,0.1633,898,1018,中
DO202606140042,2026-06-14,P024,永辉超市(锦江城市花园店),R05,104.142752,30.595134,90.17,0.8737,609,729,高
DO202606140043,2026-06-14,P024,永辉超市(锦江城市花园店),R05,104.142752,30.595134,114.65,0.0825,610,730,低
DO202606140044,2026-06-14,P024,永辉超市(锦江城市花园店),R05,104.142752,30.595134,486.63,0.781,611,731,中
