order_id,date,weekday,is_friday,rainy,region,poi_id,vehicle_id,anomaly_type,delay_min,handling_min,planned_departure,actual_departure,arrival_time,window_start,window_end,on_time,temp_min_c,temp_max_c,temp_compliance_rate
DO202606060021,2026-06-06,5,False,False,R01,P011,V01,无异常,0.0,0.0,2026-06-06 09:38:32.400,2026-06-06 09:38:32.400000000,2026-06-06 10:20:00.000000000,2026-06-06 10:30:00,2026-06-06 12:30:00,True,3.6,8.34,0.9
DO202606060022,2026-06-06,5,False,False,R01,P011,V02,无异常,0.0,0.0,2026-06-06 09:39:32.400,2026-06-06 09:39:32.400000000,2026-06-06 10:21:00.000000000,2026-06-06 10:31:00,2026-06-06 12:31:00,True,4.01,7.59,1.0
DO202606060023,2026-06-06,5,False,False,R01,P012,V11,无异常,0.0,0.0,2026-06-06 09:20:28.200,2026-06-06 09:20:28.200000000,2026-06-06 10:13:00.000000000,2026-06-06 10:23:00,2026-06-06 12:23:00,True,3.86,6.72,1.0
DO202606060024,2026-06-06,5,False,False,R01,P012,V09,无异常,0.0,0.0,2026-06-06 09:22:28.200,2026-06-06 09:22:28.200000000,2026-06-06 10:15:00.000000000,2026-06-06 10:25:00,2026-06-06 12:25:00,True,5.07,7.15,1.0
DO202606060025,2026-06-06,5,False,False,R01,P013,V04,无异常,0.0,0.0,2026-06-06 13:43:04.800,2026-06-06 13:43:04.800000000,2026-06-06 14:28:00.000000000,2026-06-06 14:38:00,2026-06-06 16:38:00,True,4.15,7.83,1.0
DO202606060026,2026-06-06,5,False,False,R01,P013,V09,无异常,0.0,0.0,2026-06-06 13:44:04.800,2026-06-06 13:44:04.800000000,2026-06-06 14:29:00.000000000,2026-06-06 14:39:00,2026-06-06 16:39:00,True,4.23,6.82,1.0
DO202606060027,2026-06-06,5,False,False,R01,P014,V08,无异常,0.0,0.0,2026-06-06 08:57:18.600,2026-06-06 08:57:18.600000000,2026-06-06 09:40:00.000000000,2026-06-06 09:50:00,2026-06-06 11:50:00,True,3.94,9.37,0.8
DO202606060028,2026-06-06,5,False,False,R01,P014,V02,无异常,0.0,0.0,2026-06-06 08:58:18.600,2026-06-06 08:58:18.600000000,2026-06-06 09:41:00.000000000,2026-06-06 09:51:00,2026-06-06 11:51:00,True,4.66,8.89,0.8
DO202606060029,2026-06-06,5,False,False,R01,P014,V04,无异常,0.0,0.0,2026-06-06 08:58:18.600,2026-06-06 08:58:18.600000000,2026-06-06 09:41:00.000000000,2026-06-06 09:51:00,2026-06-06 11:51:00,True,3.71,7.83,1.0
DO202606060030,2026-06-06,5,False,False,R01,P014,V03,无异常,0.0,0.0,2026-06-06 08:58:18.600,2026-06-06 08:58:18.600000000,2026-06-06 09:41:00.000000000,2026-06-06 09:51:00,2026-06-06 11:51:00,True,4.41,7.98,1.0
DO202606060031,2026-06-06,5,False,False,R01,P014,V03,无异常,0.0,0.0,2026-06-06 09:00:18.600,2026-06-06 09:00:18.600000000,2026-06-06 09:43:00.000000000,2026-06-06 09:53:00,2026-06-06 11:53:00,True,3.47,6.81,1.0
DO202606060032,2026-06-06,5,False,False,R01,P014,V03,无异常,0.0,0.0,2026-06-06 09:04:18.600,2026-06-06 09:04:18.600000000,2026-06-06 09:47:00.000000000,2026-06-06 09:57:00,2026-06-06 11:57:00,True,3.46,7.03,1.0
DO202606060033,2026-06-06,5,False,False,R01,P014,V09,无异常,0.0,0.0,2026-06-06 09:05:18.600,2026-06-06 09:05:18.600000000,2026-06-06 09:48:00.000000000,2026-06-06 09:58:00,2026-06-06 11:58:00,True,4.17,7.33,1.0
DO202606060034,2026-06-06,5,False,False,R01,P014,V04,无异常,0.0,0.0,2026-06-06 09:06:18.600,2026-06-06 09:06:18.600000000,2026-06-06 09:49:00.000000000,2026-06-06 09:59:00,2026-06-06 11:59:00,True,3.97,7.46,1.0
DO202606060035,2026-06-06,5,False,False,R01,P014,V15,无异常,0.0,0.0,2026-06-06 09:06:18.600,2026-06-06 09:06:18.600000000,2026-06-06 09:49:00.000000000,2026-06-06 09:59:00,2026-06-06 11:59:00,True,3.87,7.83,1.0
DO202606060036,2026-06-06,5,False,False,R01,P015,V04,无异常,0.0,0.0,2026-06-06 10:12:18.000,2026-06-06 10:12:18.000000000,2026-06-06 10:56:00.000000000,2026-06-06 11:06:00,2026-06-06 13:06:00,True,3.67,7.5,1.0
DO202606060037,2026-06-06,5,False,False,R01,P015,V10,无异常,0.0,0.0,2026-06-06 10:15:18.000,2026-06-06 10:15:18.000000000,2026-06-06 10:59:00.000000000,2026-06-06 11:09:00,2026-06-06 13:09:00,True,4.48,6.45,1.0
DO202606060038,2026-06-06,5,False,False,R04,P016,V06,无异常,0.0,0.0,2026-06-06 09:20:28.800,2026-06-06 09:20:28.800000000,2026-06-06 10:14:00.000000000,2026-06-06 10:24:00,2026-06-06 12:24:00,True,3.93,7.12,1.0
DO202606060039,2026-06-06,5,False,False,R04,P017,V01,无异常,0.0,0.0,2026-06-06 11:18:06.600,2026-06-06 11:18:06.600000000,2026-06-06 11:58:00.000000000,2026-06-06 12:08:00,2026-06-06 14:08:00,True,4.49,7.44,1.0
DO202606060040,2026-06-06,5,False,False,R04,P018,V08,无异常,0.0,0.0,2026-06-06 12:58:06.600,2026-06-06 12:58:06.600000000,2026-06-06 13:38:00.000000000,2026-06-06 13:48:00,2026-06-06 15:48:00,True,3.72,9.72,0.8889
DO202606060041,2026-06-06,5,False,False,R04,P018,V13,无异常,0.0,0.0,2026-06-06 13:03:06.600,2026-06-06 13:03:06.600000000,2026-06-06 13:43:00.000000000,2026-06-06 13:53:00,2026-06-06 15:53:00,True,4.28,7.52,1.0
DO202606060042,2026-06-06,5,False,False,R04,P018,V06,晚点,63.3,22.3,2026-06-06 13:03:06.600,2026-06-06 14:06:22.458350562,2026-06-06 14:46:15.858350562,2026-06-06 13:53:00,2026-06-06 15:53:00,True,4.36,8.95,0.8889
DO202606060043,2026-06-06,5,False,False,R04,P018,V14,无异常,0.0,0.0,2026-06-06 13:06:06.600,2026-06-06 13:06:06.600000000,2026-06-06 13:46:00.000000000,2026-06-06 13:56:00,2026-06-06 15:56:00,True,4.34,9.42,0.8889
DO202606060044,2026-06-06,5,False,False,R04,P019,V06,无异常,0.0,0.0,2026-06-06 08:03:42.600,2026-06-06 08:03:42.600000000,2026-06-06 08:43:00.000000000,2026-06-06 08:53:00,2026-06-06 10:53:00,True,3.99,5.86,1.0
DO202606060045,2026-06-06,5,False,False,R04,P019,V12,无异常,0.0,0.0,2026-06-06 08:11:42.600,2026-06-06 08:11:42.600000000,2026-06-06 08:51:00.000000000,2026-06-06 09:01:00,2026-06-06 11:01:00,True,3.96,8.75,0.7778
DO202606060046,2026-06-06,5,False,False,R04,P020,V07,无异常,0.0,0.0,2026-06-06 10:45:00.600,2026-06-06 10:45:00.600000000,2026-06-06 11:29:00.000000000,2026-06-06 11:39:00,2026-06-06 13:39:00,True,4.0,8.79,0.8
DO202606060047,2026-06-06,5,False,False,R04,P020,V12,无异常,0.0,0.0,2026-06-06 10:53:00.600,2026-06-06 10:53:00.600000000,2026-06-06 11:37:00.000000000,2026-06-06 11:47:00,2026-06-06 13:47:00,True,3.5,7.0,1.0
DO202606060048,2026-06-06,5,False,False,R05,P022,V05,无异常,0.0,0.0,2026-06-06 08:21:49.800,2026-06-06 08:21:49.800000000,2026-06-06 09:03:00.000000000,2026-06-06 09:13:00,2026-06-06 11:13:00,True,4.32,9.43,0.8
DO202606060049,2026-06-06,5,False,False,R05,P022,V15,无异常,0.0,0.0,2026-06-06 08:21:49.800,2026-06-06 08:21:49.800000000,2026-06-06 09:03:00.000000000,2026-06-06 09:13:00,2026-06-06 11:13:00,True,4.53,7.09,1.0
DO202606060050,2026-06-06,5,False,False,R05,P022,V08,无异常,0.0,0.0,2026-06-06 08:23:49.800,2026-06-06 08:23:49.800000000,2026-06-06 09:05:00.000000000,2026-06-06 09:15:00,2026-06-06 11:15:00,True,3.91,8.14,0.9
DO202606060051,2026-06-06,5,False,False,R05,P022,V15,无异常,0.0,0.0,2026-06-06 08:27:49.800,2026-06-06 08:27:49.800000000,2026-06-06 09:09:00.000000000,2026-06-06 09:19:00,2026-06-06 11:19:00,True,3.55,8.74,0.8
DO202606060052,2026-06-06,5,False,False,R05,P023,V04,无异常,0.0,0.0,2026-06-06 12:00:10.200,2026-06-06 12:00:10.200000000,2026-06-06 12:41:00.000000000,2026-06-06 12:51:00,2026-06-06 14:51:00,True,4.44,7.11,1.0
DO202606060053,2026-06-06,5,False,False,R05,P024,V04,无异常,0.0,0.0,2026-06-06 09:15:09.000,2026-06-06 09:15:09.000000000,2026-06-06 09:57:00.000000000,2026-06-06 10:07:00,2026-06-06 12:07:00,True,4.17,5.73,1.0
DO202606060054,2026-06-06,5,False,False,R05,P024,V03,无异常,0.0,0.0,2026-06-06 09:20:09.000,2026-06-06 09:20:09.000000000,2026-06-06 10:02:00.000000000,2026-06-06 10:12:00,2026-06-06 12:12:00,True,4.08,6.09,1.0
DO202606060055,2026-06-06,5,False,False,R05,P025,V02,无异常,0.0,0.0,2026-06-06 08:10:07.200,2026-06-06 08:10:07.200000000,2026-06-06 08:56:00.000000000,2026-06-06 09:06:00,2026-06-06 11:06:00,True,3.97,7.35,1.0
DO202606060056,2026-06-06,5,False,False,R05,P025,V02,无异常,0.0,0.0,2026-06-06 08:19:07.200,2026-06-06 08:19:07.200000000,2026-06-06 09:05:00.000000000,2026-06-06 09:15:00,2026-06-06 11:15:00,True,3.9,6.8,1.0
DO202606060057,2026-06-06,5,False,False,R07,P027,V01,无异常,0.0,0.0,2026-06-06 13:54:26.400,2026-06-06 13:54:26.400000000,2026-06-06 14:18:00.000000000,2026-06-06 14:28:00,2026-06-06 16:28:00,True,4.3,6.04,1.0
DO202606060058,2026-06-06,5,False,False,R07,P027,V01,无异常,0.0,0.0,2026-06-06 14:00:26.400,2026-06-06 14:00:26.400000000,2026-06-06 14:24:00.000000000,2026-06-06 14:34:00,2026-06-06 16:34:00,True,4.03,5.93,1.0
DO202606060059,2026-06-06,5,False,False,R07,P027,V05,无异常,0.0,0.0,2026-06-06 14:00:26.400,2026-06-06 14:00:26.400000000,2026-06-06 14:24:00.000000000,2026-06-06 14:34:00,2026-06-06 16:34:00,True,3.86,8.12,0.8333
DO202606060060,2026-06-06,5,False,False,R07,P029,V07,无异常,0.0,0.0,2026-06-06 12:07:00.000,2026-06-06 12:07:00.000000000,2026-06-06 12:23:00.000000000,2026-06-06 12:33:00,2026-06-06 14:33:00,True,3.55,9.15,0.6
DO202606060061,2026-06-06,5,False,False,R07,P029,V05,无异常,0.0,0.0,2026-06-06 12:08:00.000,2026-06-06 12:08:00.000000000,2026-06-06 12:24:00.000000000,2026-06-06 12:34:00,2026-06-06 14:34:00,True,4.8,7.73,1.0
DO202606060062,2026-06-06,5,False,False,R07,P029,V13,无异常,0.0,0.0,2026-06-06 12:09:00.000,2026-06-06 12:09:00.000000000,2026-06-06 12:25:00.000000000,2026-06-06 12:35:00,2026-06-06 14:35:00,True,4.25,5.6,1.0
DO202606060063,2026-06-06,5,False,False,R07,P029,V01,无异常,0.0,0.0,2026-06-06 12:14:00.000,2026-06-06 12:14:00.000000000,2026-06-06 12:30:00.000000000,2026-06-06 12:40:00,2026-06-06 14:40:00,True,4.33,6.13,1.0
DO202606060064,2026-06-06,5,False,False,R07,P029,V04,拥堵,129.5,12.9,2026-06-06 12:15:00.000,2026-06-06 12:15:00.000000000,2026-06-06 14:40:30.067225842,2026-06-06 12:41:00,2026-06-06 14:41:00,True,3.99,6.24,1.0
DO202606060065,2026-06-06,5,False,False,R07,P030,V05,无异常,0.0,0.0,2026-06-06 10:51:25.200,2026-06-06 10:51:25.200000000,2026-06-06 11:22:00.000000000,2026-06-06 11:32:00,2026-06-06 13:32:00,True,4.55,6.93,1.0
DO202606060066,2026-06-06,5,False,False,R07,P030,V10,无异常,0.0,0.0,2026-06-06 10:52:25.200,2026-06-06 10:52:25.200000000,2026-06-06 11:23:00.000000000,2026-06-06 11:33:00,2026-06-06 13:33:00,True,4.64,6.65,1.0
DO202606060067,2026-06-06,5,False,False,R07,P031,V13,无异常,0.0,0.0,2026-06-06 12:53:12.600,2026-06-06 12:53:12.600000000,2026-06-06 13:07:00.000000000,2026-06-06 13:17:00,2026-06-06 15:17:00,True,3.32,6.63,1.0
DO202606060068,2026-06-06,5,False,False,R07,P031,V04,无异常,0.0,0.0,2026-06-06 12:54:12.600,2026-06-06 12:54:12.600000000,2026-06-06 13:08:00.000000000,2026-06-06 13:18:00,2026-06-06 15:18:00,True,4.71,6.22,1.0
DO202606060069,2026-06-06,5,False,False,R07,P031,V01,故障,113.4,147.9,2026-06-06 12:54:12.600,2026-06-06 14:47:33.603002460,2026-06-06 15:01:21.003002460,2026-06-06 13:18:00,2026-06-06 15:18:00,True,4.99,9.13,0.5
DO202606060070,2026-06-06,5,False,False,R07,P033,V12,无异常,0.0,0.0,2026-06-06 14:31:09.600,2026-06-06 14:31:09.600000000,2026-06-06 14:50:00.000000000,2026-06-06 15:00:00,2026-06-06 17:00:00,True,4.14,7.44,1.0
DO202606060071,2026-06-06,5,False,False,R07,P033,V01,无异常,0.0,0.0,2026-06-06 14:32:09.600,2026-06-06 14:32:09.600000000,2026-06-06 14:51:00.000000000,2026-06-06 15:01:00,2026-06-06 17:01:00,True,4.2,5.33,1.0
DO202606060072,2026-06-06,5,False,False,R07,P033,V01,无异常,0.0,0.0,2026-06-06 14:34:09.600,2026-06-06 14:34:09.600000000,2026-06-06 14:53:00.000000000,2026-06-06 15:03:00,2026-06-06 17:03:00,True,4.49,8.11,0.8
DO202606060073,2026-06-06,5,False,False,R07,P034,V01,无异常,0.0,0.0,2026-06-06 13:02:13.200,2026-06-06 13:02:13.200000000,2026-06-06 13:32:00.000000000,2026-06-06 13:42:00,2026-06-06 15:42:00,True,3.79,6.87,1.0
DO202606060074,2026-06-06,5,False,False,R07,P034,V10,无异常,0.0,0.0,2026-06-06 13:04:13.200,2026-06-06 13:04:13.200000000,2026-06-06 13:34:00.000000000,2026-06-06 13:44:00,2026-06-06 15:44:00,True,4.22,9.12,0.8571
DO202606060075,2026-06-06,5,False,False,R07,P034,V07,无异常,0.0,0.0,2026-06-06 13:05:13.200,2026-06-06 13:05:13.200000000,2026-06-06 13:35:00.000000000,2026-06-06 13:45:00,2026-06-06 15:45:00,True,4.57,6.39,1.0
DO202606060076,2026-06-06,5,False,False,R07,P035,V07,无异常,0.0,0.0,2026-06-06 13:32:27.600,2026-06-06 13:32:27.600000000,2026-06-06 13:54:00.000000000,2026-06-06 14:04:00,2026-06-06 16:04:00,True,3.96,8.69,0.8333
DO202606060077,2026-06-06,5,False,False,R07,P036,V10,无异常,0.0,0.0,2026-06-06 11:01:08.400,2026-06-06 11:01:08.400000000,2026-06-06 11:12:00.000000000,2026-06-06 11:22:00,2026-06-06 13:22:00,True,4.78,7.34,1.0
DO202606060078,2026-06-06,5,False,False,R07,P037,V02,无异常,0.0,0.0,2026-06-06 13:09:18.600,2026-06-06 13:09:18.600000000,2026-06-06 13:28:00.000000000,2026-06-06 13:38:00,2026-06-06 15:38:00,True,4.6,7.63,1.0
DO202606060079,2026-06-06,5,False,False,R07,P038,V02,无异常,0.0,0.0,2026-06-06 14:29:28.800,2026-06-06 14:29:28.800000000,2026-06-06 14:45:00.000000000,2026-06-06 14:55:00,2026-06-06 16:55:00,True,5.32,6.3,1.0
DO202606060080,2026-06-06,5,False,False,R07,P038,V03,无异常,0.0,0.0,2026-06-06 14:29:28.800,2026-06-06 14:29:28.800000000,2026-06-06 14:45:00.000000000,2026-06-06 14:55:00,2026-06-06 16:55:00,True,5.37,7.51,1.0
DO202606060081,2026-06-06,5,False,False,R07,P038,V03,无异常,0.0,0.0,2026-06-06 14:35:28.800,2026-06-06 14:35:28.800000000,2026-06-06 14:51:00.000000000,2026-06-06 15:01:00,2026-06-06 17:01:00,True,5.52,8.44,0.8
DO202606060082,2026-06-06,5,False,False,R07,P038,V07,无异常,0.0,0.0,2026-06-06 14:36:28.800,2026-06-06 14:36:28.800000000,2026-06-06 14:52:00.000000000,2026-06-06 15:02:00,2026-06-06 17:02:00,True,4.76,7.71,1.0
DO202606060083,2026-06-06,5,False,False,R07,P038,V15,无异常,0.0,0.0,2026-06-06 14:37:28.800,2026-06-06 14:37:28.800000000,2026-06-06 14:53:00.000000000,2026-06-06 15:03:00,2026-06-06 17:03:00,True,4.36,7.96,1.0
DO202606060084,2026-06-06,5,False,False,R07,P039,V10,无异常,0.0,0.0,2026-06-06 08:09:01.200,2026-06-06 08:09:01.200000000,2026-06-06 08:24:00.000000000,2026-06-06 08:34:00,2026-06-06 10:34:00,True,5.11,8.66,0.75
DO202606060085,2026-06-06,5,False,False,R02,P040,V02,无异常,0.0,0.0,2026-06-06 10:51:21.600,2026-06-06 10:51:21.600000000,2026-06-06 11:37:00.000000000,2026-06-06 11:47:00,2026-06-06 13:47:00,True,4.02,5.85,1.0
DO202606060086,2026-06-06,5,False,False,R02,P041,V07,无异常,0.0,0.0,2026-06-06 10:26:15.600,2026-06-06 10:26:15.600000000,2026-06-06 11:18:00.000000000,2026-06-06 11:28:00,2026-06-06 13:28:00,True,3.36,7.69,1.0
DO202606060087,2026-06-06,5,False,False,R02,P041,V08,无异常,0.0,0.0,2026-06-06 10:27:15.600,2026-06-06 10:27:15.600000000,2026-06-06 11:19:00.000000000,2026-06-06 11:29:00,2026-06-06 13:29:00,True,4.65,8.04,0.9167
DO202606060088,2026-06-06,5,False,False,R02,P041,V01,无异常,0.0,0.0,2026-06-06 10:30:15.600,2026-06-06 10:30:15.600000000,2026-06-06 11:22:00.000000000,2026-06-06 11:32:00,2026-06-06 13:32:00,True,4.23,7.19,1.0
DO202606060089,2026-06-06,5,False,False,R02,P042,V06,无异常,0.0,0.0,2026-06-06 09:45:54.000,2026-06-06 09:45:54.000000000,2026-06-06 10:35:00.000000000,2026-06-06 10:45:00,2026-06-06 12:45:00,True,4.21,7.68,1.0
DO202606060090,2026-06-06,5,False,False,R02,P043,V03,无异常,0.0,0.0,2026-06-06 10:28:07.200,2026-06-06 10:28:07.200000000,2026-06-06 11:22:00.000000000,2026-06-06 11:32:00,2026-06-06 13:32:00,True,3.48,6.57,1.0
DO202606060091,2026-06-06,5,False,False,R02,P043,V10,无异常,0.0,0.0,2026-06-06 10:34:07.200,2026-06-06 10:34:07.200000000,2026-06-06 11:28:00.000000000,2026-06-06 11:38:00,2026-06-06 13:38:00,True,3.29,8.86,0.9167
DO202606060092,2026-06-06,5,False,False,R02,P044,V02,无异常,0.0,0.0,2026-06-06 10:10:18.000,2026-06-06 10:10:18.000000000,2026-06-06 11:04:00.000000000,2026-06-06 11:14:00,2026-06-06 13:14:00,True,3.34,8.72,0.9167
DO202606060093,2026-06-06,5,False,False,R02,P044,V01,无异常,0.0,0.0,2026-06-06 10:12:18.000,2026-06-06 10:12:18.000000000,2026-06-06 11:06:00.000000000,2026-06-06 11:16:00,2026-06-06 13:16:00,True,4.32,6.79,1.0
DO202606060094,2026-06-06,5,False,False,R02,P044,V15,无异常,0.0,0.0,2026-06-06 10:13:18.000,2026-06-06 10:13:18.000000000,2026-06-06 11:07:00.000000000,2026-06-06 11:17:00,2026-06-06 13:17:00,True,3.58,6.03,1.0
DO202606060095,2026-06-06,5,False,False,R02,P044,V03,无异常,0.0,0.0,2026-06-06 10:15:18.000,2026-06-06 10:15:18.000000000,2026-06-06 11:09:00.000000000,2026-06-06 11:19:00,2026-06-06 13:19:00,True,4.31,7.88,1.0
DO202606060096,2026-06-06,5,False,False,R02,P044,V05,无异常,0.0,0.0,2026-06-06 10:17:18.000,2026-06-06 10:17:18.000000000,2026-06-06 11:11:00.000000000,2026-06-06 11:21:00,2026-06-06 13:21:00,True,4.01,8.44,0.9167
DO202606060097,2026-06-06,5,False,False,R08,P046,V08,无异常,0.0,0.0,2026-06-06 08:28:02.400,2026-06-06 08:28:02.400000000,2026-06-06 09:06:00.000000000,2026-06-06 09:16:00,2026-06-06 11:16:00,True,4.25,8.63,0.8889
DO202606060098,2026-06-06,5,False,False,R08,P046,V02,晚点,62.0,23.4,2026-06-06 08:31:02.400,2026-06-06 09:33:00.246346626,2026-06-06 10:10:57.846346626,2026-06-06 09:19:00,2026-06-06 11:19:00,True,3.26,6.32,1.0
DO202606060099,2026-06-06,5,False,False,R08,P046,V01,无异常,0.0,0.0,2026-06-06 08:31:02.400,2026-06-06 08:31:02.400000000,2026-06-06 09:09:00.000000000,2026-06-06 09:19:00,2026-06-06 11:19:00,True,3.41,6.41,1.0
DO202606060100,2026-06-06,5,False,False,R08,P047,V04,无异常,0.0,0.0,2026-06-06 08:55:01.800,2026-06-06 08:55:01.800000000,2026-06-06 09:37:00.000000000,2026-06-06 09:47:00,2026-06-06 11:47:00,True,3.65,8.4,0.8
DO202606060101,2026-06-06,5,False,False,R08,P047,V15,无异常,0.0,0.0,2026-06-06 08:55:01.800,2026-06-06 08:55:01.800000000,2026-06-06 09:37:00.000000000,2026-06-06 09:47:00,2026-06-06 11:47:00,True,4.07,6.74,1.0
DO202606060102,2026-06-06,5,False,False,R08,P048,V04,无异常,0.0,0.0,2026-06-06 11:06:04.800,2026-06-06 11:06:04.800000000,2026-06-06 11:52:00.000000000,2026-06-06 12:02:00,2026-06-06 14:02:00,True,3.68,10.06,0.8182
DO202606060103,2026-06-06,5,False,False,R08,P049,V11,无异常,0.0,0.0,2026-06-06 11:54:04.800,2026-06-06 11:54:04.800000000,2026-06-06 12:40:00.000000000,2026-06-06 12:50:00,2026-06-06 14:50:00,True,3.78,7.52,1.0
DO202606060104,2026-06-06,5,False,False,R08,P049,V07,晚点,179.1,15.4,2026-06-06 11:55:04.800,2026-06-06 14:54:11.623196214,2026-06-06 15:40:06.823196214,2026-06-06 12:51:00,2026-06-06 14:51:00,False,4.18,7.32,1.0
DO202606060105,2026-06-06,5,False,False,R08,P049,V09,无异常,0.0,0.0,2026-06-06 11:55:04.800,2026-06-06 11:55:04.800000000,2026-06-06 12:41:00.000000000,2026-06-06 12:51:00,2026-06-06 14:51:00,True,3.53,8.59,0.9091
DO202606060106,2026-06-06,5,False,False,R08,P049,V01,无异常,0.0,0.0,2026-06-06 11:56:04.800,2026-06-06 11:56:04.800000000,2026-06-06 12:42:00.000000000,2026-06-06 12:52:00,2026-06-06 14:52:00,True,3.55,6.32,1.0
DO202606070000,2026-06-07,6,False,False,R06,P002,V07,无异常,0.0,0.0,2026-06-07 11:35:07.200,2026-06-07 11:35:07.200000000,2026-06-07 12:11:00.000000000,2026-06-07 12:21:00,2026-06-07 14:21:00,True,3.98,8.74,0.7778
DO202606070001,2026-06-07,6,False,False,R06,P002,V04,无异常,0.0,0.0,2026-06-07 11:36:07.200,2026-06-07 11:36:07.200000000,2026-06-07 12:12:00.000000000,2026-06-07 12:22:00,2026-06-07 14:22:00,True,3.68,7.43,1.0
DO202606070002,2026-06-07,6,False,False,R06,P002,V01,无异常,0.0,0.0,2026-06-07 11:39:07.200,2026-06-07 11:39:07.200000000,2026-06-07 12:15:00.000000000,2026-06-07 12:25:00,2026-06-07 14:25:00,True,4.72,8.29,0.8889
DO202606070003,2026-06-07,6,False,False,R06,P003,V04,无异常,0.0,0.0,2026-06-07 11:17:42.000,2026-06-07 11:17:42.000000000,2026-06-07 11:54:00.000000000,2026-06-07 12:04:00,2026-06-07 14:04:00,True,4.51,6.51,1.0
DO202606070004,2026-06-07,6,False,False,R06,P003,V10,无异常,0.0,0.0,2026-06-07 11:22:42.000,2026-06-07 11:22:42.000000000,2026-06-07 11:59:00.000000000,2026-06-07 12:09:00,2026-06-07 14:09:00,True,3.78,7.52,1.0
DO202606070005,2026-06-07,6,False,False,R06,P004,V03,无异常,0.0,0.0,2026-06-07 07:44:29.400,2026-06-07 07:44:29.400000000,2026-06-07 08:26:00.000000000,2026-06-07 08:36:00,2026-06-07 10:36:00,True,3.82,9.8,0.8
DO202606070006,2026-06-07,6,False,False,R06,P004,V09,无异常,0.0,0.0,2026-06-07 07:50:29.400,2026-06-07 07:50:29.400000000,2026-06-07 08:32:00.000000000,2026-06-07 08:42:00,2026-06-07 10:42:00,True,5.04,8.9,0.9
DO202606070007,2026-06-07,6,False,False,R06,P004,V04,无异常,0.0,0.0,2026-06-07 07:51:29.400,2026-06-07 07:51:29.400000000,2026-06-07 08:33:00.000000000,2026-06-07 08:43:00,2026-06-07 10:43:00,True,4.06,8.79,0.9
DO202606070008,2026-06-07,6,False,False,R06,P004,V08,无异常,0.0,0.0,2026-06-07 07:53:29.400,2026-06-07 07:53:29.400000000,2026-06-07 08:35:00.000000000,2026-06-07 08:45:00,2026-06-07 10:45:00,True,4.4,6.78,1.0
DO202606070009,2026-06-07,6,False,False,R06,P005,V10,无异常,0.0,0.0,2026-06-07 13:11:22.800,2026-06-07 13:11:22.800000000,2026-06-07 13:47:00.000000000,2026-06-07 13:57:00,2026-06-07 15:57:00,True,3.56,8.01,0.8889
DO202606070010,2026-06-07,6,False,False,R06,P005,V08,无异常,0.0,0.0,2026-06-07 13:20:22.800,2026-06-07 13:20:22.800000000,2026-06-07 13:56:00.000000000,2026-06-07 14:06:00,2026-06-07 16:06:00,True,4.53,9.61,0.7778
DO202606070011,2026-06-07,6,False,False,R03,P006,V09,无异常,0.0,0.0,2026-06-07 10:04:05.400,2026-06-07 10:04:05.400000000,2026-06-07 10:55:00.000000000,2026-06-07 11:05:00,2026-06-07 13:05:00,True,3.98,11.03,0.8333
DO202606070012,2026-06-07,6,False,False,R03,P006,V02,无异常,0.0,0.0,2026-06-07 10:09:05.400,2026-06-07 10:09:05.400000000,2026-06-07 11:00:00.000000000,2026-06-07 11:10:00,2026-06-07 13:10:00,True,4.24,8.2,0.9167
DO202606070013,2026-06-07,6,False,False,R03,P007,V04,无异常,0.0,0.0,2026-06-07 09:10:41.400,2026-06-07 09:10:41.400000000,2026-06-07 10:06:00.000000000,2026-06-07 10:16:00,2026-06-07 12:16:00,True,3.71,7.71,1.0
DO202606070014,2026-06-07,6,False,False,R03,P007,V02,无异常,0.0,0.0,2026-06-07 09:12:41.400,2026-06-07 09:12:41.400000000,2026-06-07 10:08:00.000000000,2026-06-07 10:18:00,2026-06-07 12:18:00,True,4.12,7.95,1.0
DO202606070015,2026-06-07,6,False,False,R03,P007,V13,无异常,0.0,0.0,2026-06-07 09:16:41.400,2026-06-07 09:16:41.400000000,2026-06-07 10:12:00.000000000,2026-06-07 10:22:00,2026-06-07 12:22:00,True,4.14,6.94,1.0
DO202606070016,2026-06-07,6,False,False,R03,P010,V04,无异常,0.0,0.0,2026-06-07 09:19:22.200,2026-06-07 09:19:22.200000000,2026-06-07 10:10:00.000000000,2026-06-07 10:20:00,2026-06-07 12:20:00,True,3.84,9.67,0.8333
DO202606070017,2026-06-07,6,False,False,R03,P010,V01,无异常,0.0,0.0,2026-06-07 09:24:22.200,2026-06-07 09:24:22.200000000,2026-06-07 10:15:00.000000000,2026-06-07 10:25:00,2026-06-07 12:25:00,True,3.9,8.83,0.8333
DO202606070018,2026-06-07,6,False,False,R01,P011,V03,无异常,0.0,0.0,2026-06-07 08:19:32.400,2026-06-07 08:19:32.400000000,2026-06-07 09:01:00.000000000,2026-06-07 09:11:00,2026-06-07 11:11:00,True,4.1,6.21,1.0
DO202606070019,2026-06-07,6,False,False,R01,P011,V09,无异常,0.0,0.0,2026-06-07 08:20:32.400,2026-06-07 08:20:32.400000000,2026-06-07 09:02:00.000000000,2026-06-07 09:12:00,2026-06-07 11:12:00,True,3.34,7.64,1.0
